town,AgAsslt,AllOthr,Arson,Burgl,Curfew,DUI,Disord,DrugTot,Embezzl,Family,Forgery,Fraud,Gamble,Larceny,Liquor,MVTheft,Murder,NgMansl,Prostit,Rape,Robbery,Runaway,SexOff,SmAsslt,StlProp,Vagrncy,Vandal,Weapons,violent_crime,non_violent_crime
Enfield_PD,27.0,244.0,2.0,62.0,0.0,163.0,395.0,236.0,0.0,0.0,10.0,0.0,0.0,244.0,32.0,4.0,1.0,0.0,0.0,0.0,11.0,0.0,13.0,216.0,0.0,2.0,0.0,33.0,230.0,1668.0
Essex_CSP,0.0,8.0,0.0,6.0,0.0,16.0,5.0,6.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,2.0,14.0,74.0
Fairfield_PD,17.0,42.0,3.0,43.0,0.0,79.0,117.0,51.0,11.0,18.0,10.0,15.0,0.0,210.0,14.0,6.0,0.0,1.0,0.0,1.0,8.0,0.0,4.0,169.0,2.0,0.0,12.0,3.0,175.0,819.0
Farmington_PD,3.0,131.0,0.0,11.0,0.0,193.0,38.0,52.0,12.0,8.0,4.0,8.0,0.0,320.0,6.0,5.0,1.0,0.0,0.0,0.0,15.0,0.0,3.0,59.0,0.0,0.0,9.0,4.0,63.0,879.0
Franklin_CSP,0.0,7.0,0.0,3.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,5.0,25.0
Glastonbury_PD,11.0,153.0,0.0,17.0,0.0,99.0,26.0,179.0,1.0,0.0,16.0,14.0,0.0,90.0,9.0,4.0,0.0,0.0,2.0,2.0,8.0,0.0,3.0,122.0,1.0,0.0,7.0,7.0,127.0,760.0
Goshen_CSP,0.0,3.0,0.0,0.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,6.0,0.0,15.0,38.0
Granby_PD,1.0,63.0,0.0,2.0,0.0,52.0,3.0,34.0,0.0,2.0,1.0,5.0,0.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,44.0,0.0,1.0,4.0,2.0,45.0,246.0
Greenwich_PD,9.0,182.0,1.0,15.0,0.0,69.0,105.0,75.0,0.0,6.0,5.0,3.0,0.0,68.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,23.0,0.0,0.0,5.0,5.0,25.0,573.0
Griswold_CSP,2.0,56.0,0.0,7.0,0.0,51.0,11.0,9.0,0.0,8.0,0.0,1.0,0.0,26.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,61.0,3.0,1.0,13.0,2.0,65.0,253.0
Groton_City_PD,6.0,98.0,1.0,1.0,0.0,36.0,1.0,9.0,0.0,7.0,0.0,5.0,0.0,14.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,141.0,0.0,0.0,4.0,4.0,142.0,330.0
Guilford_PD,2.0,125.0,0.0,18.0,0.0,36.0,46.0,0.0,0.0,9.0,0.0,4.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,12.0,0.0,0.0,6.0,0.0,15.0,315.0
Haddam_CSP,4.0,11.0,0.0,5.0,0.0,14.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,17.0,73.0
Hamden_PD,94.0,145.0,1.0,30.0,0.0,34.0,143.0,70.0,0.0,4.0,7.0,19.0,0.0,210.0,17.0,10.0,2.0,0.0,1.0,2.0,14.0,0.0,5.0,58.0,0.0,0.0,30.0,7.0,67.0,809.0
Hampton_CSP,0.0,1.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,18.0
Hartford_PD,437.0,3489.0,13.0,323.0,0.0,329.0,2304.0,1595.0,0.0,141.0,45.0,70.0,0.0,1099.0,30.0,68.0,43.0,0.0,103.0,32.0,249.0,0.0,63.0,3058.0,20.0,0.0,111.0,154.0,3196.0,13339.0
Hartland_CSP,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,9.0
Harwinton_CSP,1.0,22.0,0.0,1.0,0.0,17.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,1.0,0.0,0.0,3.0,12.0,70.0
Hebron_CSP,0.0,10.0,0.0,1.0,0.0,24.0,3.0,5.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,20.0,0.0,0.0,5.0,0.0,22.0,79.0
Kent_CSP,2.0,2.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,7.0,22.0
Killingly_CSP,8.0,456.0,0.0,11.0,0.0,87.0,51.0,40.0,0.0,8.0,7.0,9.0,0.0,67.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,125.0,3.0,6.0,14.0,4.0,136.0,904.0
Killingworth_CSP,4.0,7.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,1.0,0.0,2.0,2.0,10.0,42.0
Lebanon_CSP,0.0,15.0,0.0,4.0,0.0,24.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,2.0,0.0,0.0,0.0,19.0,73.0
Ledyard_CSP,5.0,34.0,1.0,0.0,0.0,56.0,18.0,4.0,0.0,7.0,1.0,3.0,7.0,16.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,82.0,1.0,0.0,7.0,1.0,87.0,248.0
Lisbon_CSP,0.0,6.0,1.0,2.0,0.0,16.0,2.0,5.0,1.0,2.0,0.0,10.0,0.0,65.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,1.0,0.0,4.0,1.0,25.0,144.0
Litchfield_CSP,2.0,131.0,0.0,4.0,0.0,43.0,19.0,16.0,0.0,0.0,1.0,2.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,1.0,0.0,7.0,3.0,40.0,287.0
Lyme_CSP,0.0,1.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,4.0,22.0
Madison_PD,3.0,47.0,0.0,4.0,0.0,73.0,17.0,12.0,0.0,3.0,1.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,2.0,2.0,8.0,186.0
Manchester_PD,61.0,668.0,8.0,91.0,0.0,198.0,18.0,189.0,13.0,2.0,13.0,29.0,0.0,584.0,2.0,21.0,1.0,1.0,0.0,9.0,42.0,0.0,18.0,1082.0,17.0,0.0,11.0,19.0,1111.0,3036.0
Mansfield_CSP,6.0,33.0,1.0,11.0,0.0,97.0,3.0,11.0,0.0,1.0,0.0,11.0,0.0,128.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,44.0,7.0,0.0,9.0,1.0,47.0,367.0
Marlborough_CSP,0.0,5.0,0.0,2.0,0.0,45.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,5.0,1.0,9.0,86.0
Meriden_PD,66.0,774.0,0.0,103.0,0.0,72.0,186.0,290.0,0.0,35.0,7.0,17.0,0.0,349.0,10.0,0.0,3.0,0.0,5.0,12.0,40.0,0.0,8.0,959.0,1.0,0.0,78.0,22.0,982.0,2971.0
Middlebury_PD,2.0,12.0,0.0,10.0,0.0,1.0,14.0,6.0,0.0,1.0,0.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,6.0,60.0
Middlefield_CSP,0.0,5.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,31.0
Middletown_PD,18.0,600.0,3.0,21.0,0.0,81.0,139.0,134.0,0.0,57.0,11.0,18.0,0.0,118.0,5.0,3.0,0.0,0.0,4.0,0.0,11.0,0.0,6.0,421.0,18.0,8.0,30.0,12.0,427.0,1700.0
Milford_PD,25.0,394.0,5.0,47.0,0.0,73.0,158.0,91.0,0.0,25.0,19.0,15.0,0.0,655.0,7.0,1.0,0.0,0.0,8.0,2.0,28.0,0.0,11.0,259.0,0.0,0.0,25.0,16.0,272.0,1839.0
Monroe_PD,0.0,3.0,0.0,15.0,0.0,29.0,22.0,1.0,0.0,1.0,3.0,6.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,1.0,11.0,112.0
Montville_CSP,11.0,276.0,0.0,12.0,0.0,145.0,20.0,38.0,0.0,10.0,3.0,8.0,6.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,110.0,2.0,0.0,16.0,6.0,112.0,693.0
Morris_CSP,1.0,10.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,3.0,7.0,39.0
Naugatuck_PD,6.0,1044.0,2.0,40.0,0.0,179.0,299.0,53.0,0.0,48.0,4.0,15.0,0.0,151.0,0.0,16.0,0.0,0.0,0.0,1.0,5.0,0.0,17.0,103.0,0.0,0.0,14.0,24.0,121.0,2015.0
New_Britain_PD,95.0,881.0,3.0,70.0,0.0,258.0,986.0,393.0,0.0,29.0,20.0,12.0,0.0,266.0,88.0,33.0,6.0,0.0,47.0,4.0,62.0,0.0,24.0,641.0,33.0,0.0,180.0,63.0,675.0,4099.0
New_Canaan_PD,0.0,21.0,0.0,4.0,0.0,14.0,9.0,12.0,0.0,11.0,1.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,14.0,106.0
New_Fairfield_CSP,1.0,13.0,0.0,9.0,0.0,5.0,3.0,3.0,0.0,2.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,6.0,0.0,45.0,95.0
New_Hartford_CSP,3.0,8.0,0.0,2.0,0.0,16.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,3.0,0.0,5.0,1.0,22.0,71.0
New_Haven_PD,508.0,2726.0,10.0,143.0,0.0,209.0,666.0,842.0,8.0,48.0,38.0,124.0,0.0,706.0,21.0,40.0,21.0,0.0,9.0,13.0,194.0,0.0,47.0,3019.0,55.0,5.0,199.0,128.0,3100.0,9271.0
Newington_PD,139.0,253.0,1.0,36.0,0.0,124.0,27.0,177.0,0.0,29.0,7.0,7.0,0.0,214.0,10.0,4.0,1.0,0.0,2.0,4.0,10.0,0.0,7.0,7.0,8.0,0.0,21.0,2.0,19.0,951.0
New_London_PD,146.0,82.0,7.0,20.0,0.0,9.0,137.0,95.0,7.0,34.0,7.0,49.0,0.0,91.0,0.0,6.0,4.0,0.0,1.0,1.0,24.0,0.0,6.0,334.0,3.0,0.0,47.0,31.0,345.0,995.0
New_Milford_PD,3.0,210.0,1.0,0.0,0.0,120.0,13.0,13.0,1.0,21.0,3.0,6.0,0.0,83.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,222.0,3.0,0.0,13.0,4.0,228.0,726.0
Newtown_PD,5.0,38.0,0.0,4.0,0.0,47.0,9.0,16.0,0.0,4.0,1.0,1.0,0.0,18.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,52.0,0.0,0.0,14.0,2.0,57.0,213.0
Norfolk_CSP,1.0,4.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,6.0,21.0
North_Branford_PD,1.0,35.0,0.0,12.0,0.0,30.0,33.0,8.0,0.0,1.0,1.0,3.0,0.0,27.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,0.0,0.0,1.0,0.0,31.0,184.0
North_Canaan_CSP,2.0,20.0,0.0,5.0,0.0,15.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1.0,3.0,17.0,80.0
North_Haven_PD,1.0,83.0,0.0,17.0,0.0,40.0,34.0,35.0,0.0,7.0,0.0,2.0,0.0,91.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,12.0,0.0,0.0,1.0,3.0,12.0,336.0
North_Stonington_CSP,1.0,6.0,0.0,9.0,0.0,22.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,2.0,0.0,2.0,0.0,20.0,84.0
Norwalk_PD,125.0,580.0,4.0,28.0,0.0,137.0,173.0,326.0,17.0,38.0,8.0,37.0,1.0,226.0,11.0,8.0,3.0,0.0,0.0,7.0,18.0,0.0,6.0,645.0,16.0,1.0,37.0,12.0,661.0,2339.0
