town,AgAsslt,AllOthr,Arson,Burgl,Curfew,DUI,Disord,DrugTot,Embezzl,Family,Forgery,Fraud,Gamble,Larceny,Liquor,MVTheft,Murder,NgMansl,Prostit,Rape,Robbery,Runaway,SexOff,SmAsslt,StlProp,Vagrncy,Vandal,Weapons,violent_crime,non_violent_crime
Bethel_PD,0.0,228.0,1.0,13.0,0.0,33.0,46.0,9.0,0.0,13.0,1.0,4.0,0.0,50.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,9.0,2.0,43.0,455.0
Bethlehem_CSP,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,7.0,21.0
Bloomfield_PD,16.0,89.0,0.0,7.0,0.0,46.0,3.0,41.0,0.0,0.0,0.0,11.0,0.0,109.0,2.0,8.0,1.0,0.0,0.0,6.0,5.0,0.0,2.0,37.0,0.0,0.0,1.0,17.0,46.0,385.0
Bolton_CSP,0.0,4.0,0.0,3.0,0.0,12.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,39.0
Bozrah_CSP,5.0,3.0,0.0,1.0,0.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,23.0
Branford_PD,11.0,143.0,0.0,24.0,0.0,53.0,38.0,33.0,0.0,77.0,5.0,13.0,0.0,163.0,0.0,4.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,65.0,3.0,0.0,12.0,0.0,65.0,640.0
Bridgeport_PD,292.0,934.0,6.0,80.0,0.0,36.0,570.0,403.0,13.0,25.0,28.0,51.0,0.0,293.0,4.0,96.0,9.0,0.0,35.0,14.0,131.0,0.0,31.0,1231.0,32.0,0.0,158.0,104.0,1285.0,4284.0
Bridgewater_CSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bristol_PD,12.0,168.0,3.0,50.0,0.0,122.0,57.0,142.0,0.0,13.0,3.0,22.0,0.0,217.0,0.0,8.0,3.0,0.0,0.0,3.0,39.0,0.0,4.0,378.0,0.0,0.0,36.0,7.0,388.0,1275.0
Brookfield_PD,4.0,72.0,0.0,3.0,0.0,27.0,0.0,22.0,1.0,1.0,2.0,6.0,0.0,18.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,0.0,3.0,1.0,38.0,200.0
Brooklyn_CSP,2.0,31.0,0.0,8.0,0.0,12.0,13.0,34.0,0.0,4.0,4.0,6.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,1.0,0.0,26.0,157.0
Burlington_CSP,2.0,4.0,0.0,2.0,0.0,13.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,8.0,0.0,0.0,2.0,0.0,9.0,51.0
Canaan_CSP,1.0,3.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,16.0
Canterbury_CSP,0.0,14.0,0.0,6.0,0.0,10.0,2.0,5.0,0.0,2.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,6.0,59.0
Canton_PD,0.0,20.0,0.0,3.0,0.0,42.0,25.0,4.0,0.0,4.0,2.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,128.0
Chaplin_CSP,0.0,7.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,10.0,28.0
Cheshire_PD,0.0,55.0,0.0,7.0,0.0,53.0,62.0,14.0,0.0,0.0,7.0,4.0,0.0,48.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,0.0,0.0,8.0,0.0,42.0,326.0
Chester_CSP,0.0,6.0,0.0,0.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,21.0
Clinton_PD,6.0,132.0,0.0,18.0,0.0,50.0,7.0,82.0,0.0,14.0,2.0,6.0,0.0,56.0,6.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,98.0,0.0,1.0,2.0,11.0,102.0,495.0
Colchester_CSP,0.0,136.0,0.0,12.0,0.0,83.0,23.0,15.0,0.0,6.0,2.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,19.0,0.0,0.0,7.0,0.0,21.0,326.0
Colebrook_CSP,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,11.0
Columbia_CSP,0.0,2.0,1.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0
Cornwall_CSP,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0
Coventry_PD,1.0,32.0,0.0,10.0,0.0,13.0,12.0,4.0,1.0,4.0,2.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,68.0,0.0,0.0,2.0,1.0,72.0,161.0
Cromwell_PD,1.0,98.0,0.0,4.0,0.0,33.0,38.0,15.0,2.0,3.0,4.0,2.0,0.0,104.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,34.0,0.0,0.0,12.0,4.0,34.0,358.0
Danbury_PD,27.0,579.0,0.0,31.0,0.0,110.0,276.0,212.0,6.0,0.0,5.0,2.0,0.0,285.0,13.0,10.0,2.0,1.0,4.0,6.0,21.0,0.0,4.0,136.0,0.0,0.0,1.0,16.0,149.0,1720.0
Darien_PD,7.0,55.0,0.0,5.0,0.0,65.0,3.0,31.0,0.0,6.0,2.0,4.0,0.0,21.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,3.0,1.0,17.0,219.0
Deep_River_CSP,2.0,12.0,0.0,0.0,0.0,9.0,8.0,9.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,50.0
Derby_PD,5.0,67.0,0.0,13.0,0.0,43.0,55.0,75.0,0.0,11.0,2.0,5.0,0.0,58.0,1.0,5.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,120.0,0.0,0.0,6.0,8.0,122.0,477.0
Durham_CSP,0.0,5.0,0.0,4.0,0.0,3.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,15.0,45.0
Eastford_CSP,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,13.0
East_Granby_CSP,0.0,4.0,0.0,2.0,0.0,7.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,6.0,32.0
East_Haddam_CSP,2.0,14.0,0.0,11.0,0.0,20.0,10.0,2.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,2.0,0.0,10.0,89.0
East_Hampton_PD,3.0,10.0,0.0,9.0,0.0,46.0,13.0,17.0,0.0,1.0,0.0,1.0,0.0,13.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,1.0,8.0,126.0
East_Hartford_PD,52.0,217.0,6.0,39.0,0.0,34.0,18.0,188.0,1.0,6.0,14.0,19.0,0.0,191.0,2.0,5.0,1.0,0.0,4.0,11.0,33.0,0.0,10.0,733.0,20.0,0.0,49.0,16.0,755.0,1617.0
East_Haven_PD,8.0,105.0,3.0,10.0,0.0,19.0,147.0,21.0,0.0,5.0,1.0,8.0,0.0,128.0,2.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,50.0,0.0,0.0,13.0,3.0,52.0,524.0
East_Lyme_CSP,6.0,71.0,0.0,11.0,0.0,28.0,13.0,36.0,0.0,2.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,1.0,0.0,13.0,3.0,19.0,230.0
Easton_PD,1.0,1.0,0.0,1.0,0.0,6.0,4.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,21.0
East_Windsor_PD,3.0,122.0,1.0,6.0,0.0,52.0,64.0,6.0,0.0,11.0,2.0,3.0,0.0,51.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,65.0,4.0,1.0,5.0,4.0,66.0,403.0
Ellington_CSP,2.0,16.0,0.0,7.0,0.0,28.0,22.0,10.0,0.0,4.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,3.0,1.0,17.0,119.0
Enfield_PD,17.0,517.0,0.0,28.0,2.0,125.0,76.0,226.0,0.0,7.0,10.0,5.0,0.0,198.0,25.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,5.0,199.0,0.0,0.0,1.0,12.0,205.0,1447.0
Essex_CSP,2.0,5.0,0.0,1.0,0.0,9.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,10.0,36.0
Fairfield_PD,7.0,47.0,3.0,26.0,0.0,90.0,88.0,36.0,8.0,19.0,18.0,20.0,0.0,250.0,3.0,8.0,0.0,0.0,5.0,3.0,10.0,0.0,2.0,119.0,0.0,0.0,16.0,3.0,124.0,774.0
Farmington_PD,6.0,110.0,0.0,18.0,0.0,114.0,34.0,27.0,6.0,5.0,3.0,5.0,0.0,413.0,5.0,3.0,0.0,0.0,0.0,1.0,9.0,0.0,6.0,54.0,0.0,0.0,0.0,4.0,61.0,817.0
Franklin_CSP,1.0,3.0,0.0,4.0,0.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,4.0,32.0
Glastonbury_PD,7.0,168.0,1.0,12.0,0.0,70.0,24.0,174.0,4.0,1.0,30.0,10.0,0.0,60.0,14.0,2.0,0.0,0.0,2.0,1.0,5.0,0.0,3.0,122.0,0.0,0.0,5.0,2.0,126.0,710.0
Goshen_CSP,0.0,5.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,15.0
Granby_PD,2.0,57.0,0.0,12.0,0.0,34.0,7.0,40.0,2.0,4.0,2.0,7.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.0,0.0,0.0,6.0,2.0,43.0,236.0
Greenwich_PD,5.0,177.0,1.0,7.0,0.0,85.0,90.0,61.0,0.0,8.0,4.0,1.0,0.0,42.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,16.0,3.0,1.0,6.0,7.0,20.0,519.0
Griswold_CSP,10.0,58.0,0.0,7.0,0.0,31.0,32.0,27.0,1.0,4.0,2.0,2.0,0.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,58.0,2.0,0.0,3.0,1.0,61.0,257.0
Groton_City_PD,4.0,123.0,3.0,1.0,0.0,34.0,11.0,16.0,1.0,14.0,2.0,3.0,0.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,149.0,1.0,0.0,11.0,10.0,150.0,401.0
Guilford_PD,3.0,124.0,0.0,4.0,0.0,31.0,52.0,0.0,0.0,10.0,0.0,9.0,0.0,58.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,1.0,0.0,4.0,0.0,13.0,311.0
Haddam_CSP,3.0,12.0,0.0,12.0,0.0,18.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,11.0,69.0
Hamden_PD,111.0,212.0,0.0,35.0,0.0,20.0,239.0,91.0,0.0,5.0,7.0,6.0,0.0,255.0,1.0,15.0,0.0,0.0,0.0,4.0,29.0,0.0,4.0,49.0,0.0,0.0,19.0,7.0,57.0,998.0
Hampton_CSP,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,12.0
Hartford_PD,436.0,2829.0,14.0,202.0,0.0,309.0,1745.0,913.0,0.0,124.0,29.0,62.0,3.0,1039.0,27.0,57.0,51.0,0.0,113.0,32.0,196.0,0.0,45.0,2508.0,16.0,0.0,65.0,143.0,2636.0,10522.0
Hartland_CSP,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0
Harwinton_CSP,1.0,22.0,0.0,2.0,0.0,14.0,11.0,11.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,10.0,80.0
Hebron_CSP,0.0,5.0,0.0,2.0,0.0,22.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,7.0,55.0
Kent_CSP,0.0,5.0,0.0,1.0,0.0,4.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,5.0,36.0
Killingly_CSP,6.0,487.0,1.0,17.0,0.0,67.0,49.0,56.0,0.0,14.0,2.0,3.0,0.0,66.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,104.0,3.0,0.0,6.0,4.0,107.0,885.0
Killingworth_CSP,0.0,4.0,0.0,3.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,26.0
Lebanon_CSP,0.0,6.0,0.0,1.0,0.0,20.0,8.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,45.0
Ledyard_CSP,2.0,45.0,0.0,4.0,0.0,57.0,44.0,8.0,0.0,6.0,1.0,0.0,3.0,29.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,58.0,0.0,0.0,4.0,1.0,62.0,266.0
Lisbon_CSP,3.0,20.0,0.0,4.0,0.0,23.0,10.0,9.0,1.0,1.0,0.0,12.0,0.0,91.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,4.0,10.0,189.0
Litchfield_CSP,2.0,98.0,0.0,5.0,0.0,31.0,9.0,10.0,0.0,0.0,0.0,1.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,3.0,19.0,193.0
Lyme_CSP,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Madison_PD,1.0,51.0,0.0,4.0,0.0,53.0,16.0,6.0,0.0,3.0,1.0,3.0,0.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,166.0
Manchester_PD,53.0,644.0,2.0,67.0,0.0,159.0,14.0,175.0,16.0,5.0,11.0,19.0,0.0,551.0,0.0,9.0,1.0,0.0,2.0,5.0,36.0,0.0,18.0,1072.0,10.0,0.0,25.0,15.0,1096.0,2856.0
Mansfield_CSP,1.0,49.0,0.0,10.0,0.0,132.0,18.0,15.0,0.0,3.0,0.0,2.0,0.0,110.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,0.0,0.0,2.0,2.0,27.0,373.0
Marlborough_CSP,0.0,12.0,0.0,7.0,0.0,42.0,13.0,9.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,10.0,101.0
Meriden_PD,51.0,1126.0,2.0,66.0,0.0,100.0,167.0,306.0,0.0,26.0,9.0,24.0,0.0,291.0,9.0,0.0,0.0,0.0,3.0,18.0,33.0,0.0,5.0,971.0,1.0,2.0,64.0,35.0,994.0,3258.0
Middlebury_PD,1.0,18.0,0.0,2.0,0.0,1.0,7.0,9.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,62.0
Middlefield_CSP,0.0,4.0,0.0,2.0,0.0,13.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,37.0
Middletown_PD,22.0,583.0,1.0,15.0,0.0,99.0,174.0,130.0,0.0,58.0,5.0,12.0,0.0,164.0,6.0,5.0,0.0,0.0,7.0,2.0,7.0,0.0,3.0,397.0,2.0,1.0,37.0,17.0,402.0,1725.0
Milford_PD,16.0,707.0,1.0,39.0,0.0,92.0,183.0,145.0,0.0,20.0,24.0,14.0,0.0,689.0,9.0,1.0,1.0,1.0,5.0,2.0,21.0,0.0,3.0,270.0,0.0,0.0,26.0,22.0,277.0,2275.0
Monroe_PD,0.0,12.0,0.0,3.0,0.0,43.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,28.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,10.0,114.0
Montville_CSP,15.0,302.0,0.0,3.0,1.0,182.0,32.0,24.0,0.0,13.0,0.0,5.0,0.0,28.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,64.0,1.0,0.0,6.0,5.0,68.0,677.0
Morris_CSP,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0
Naugatuck_PD,13.0,953.0,0.0,31.0,0.0,182.0,232.0,100.0,0.0,37.0,2.0,16.0,0.0,163.0,0.0,19.0,0.0,0.0,0.0,5.0,13.0,0.0,4.0,184.0,0.0,0.0,16.0,8.0,193.0,1965.0
New_Britain_PD,100.0,834.0,9.0,69.0,0.0,228.0,831.0,513.0,4.0,27.0,10.0,22.0,0.0,285.0,1.0,23.0,2.0,2.0,10.0,4.0,42.0,0.0,13.0,520.0,17.0,0.0,170.0,43.0,541.0,3679.0
New_Canaan_PD,0.0,30.0,0.0,0.0,0.0,28.0,15.0,13.0,0.0,3.0,1.0,5.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,8.0,115.0
New_Fairfield_CSP,0.0,14.0,0.0,4.0,0.0,9.0,9.0,2.0,1.0,3.0,1.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,12.0,0.0,0.0,2.0,0.0,14.0,69.0
New_Hartford_CSP,1.0,9.0,0.0,4.0,0.0,3.0,7.0,3.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,48.0
New_Haven_PD,407.0,3021.0,4.0,136.0,0.0,140.0,575.0,936.0,9.0,63.0,65.0,118.0,0.0,614.0,15.0,43.0,14.0,1.0,7.0,17.0,239.0,0.0,53.0,3273.0,40.0,1.0,233.0,124.0,3358.0,9741.0
Newington_PD,115.0,270.0,0.0,21.0,0.0,96.0,26.0,122.0,0.0,30.0,13.0,9.0,0.0,158.0,7.0,3.0,0.0,0.0,2.0,2.0,7.0,0.0,6.0,4.0,6.0,0.0,25.0,8.0,12.0,815.0
New_London_PD,118.0,71.0,3.0,29.0,0.0,3.0,93.0,209.0,6.0,17.0,8.0,33.0,0.0,118.0,0.0,9.0,2.0,0.0,7.0,1.0,25.0,0.0,6.0,299.0,4.0,0.0,49.0,40.0,308.0,1032.0
New_Milford_PD,6.0,161.0,2.0,1.0,0.0,109.0,29.0,18.0,1.0,18.0,0.0,7.0,0.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,206.0,1.0,2.0,21.0,5.0,207.0,639.0
Newtown_PD,6.0,28.0,0.0,3.0,0.0,57.0,9.0,7.0,0.0,3.0,2.0,1.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,44.0,0.0,0.0,3.0,4.0,46.0,179.0
Norfolk_CSP,1.0,3.0,0.0,7.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,26.0
North_Branford_PD,3.0,43.0,0.0,6.0,0.0,47.0,30.0,7.0,0.0,3.0,0.0,3.0,0.0,29.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,23.0,0.0,0.0,4.0,0.0,25.0,207.0
North_Canaan_CSP,0.0,14.0,0.0,0.0,0.0,10.0,8.0,1.0,0.0,1.0,2.0,1.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,59.0
North_Haven_PD,6.0,91.0,0.0,11.0,0.0,37.0,54.0,38.0,0.0,8.0,4.0,5.0,0.0,67.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,10.0,1.0,0.0,5.0,1.0,11.0,343.0
North_Stonington_CSP,1.0,13.0,0.0,2.0,0.0,19.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,8.0,63.0
Norwalk_PD,118.0,546.0,2.0,36.0,0.0,178.0,183.0,498.0,18.0,52.0,4.0,31.0,7.0,303.0,24.0,3.0,0.0,1.0,6.0,3.0,25.0,0.0,7.0,652.0,12.0,2.0,47.0,17.0,663.0,2657.0
