town,AgAsslt,AllOthr,Arson,Burgl,Curfew,DUI,Disord,DrugTot,Embezzl,Family,Forgery,Fraud,Gamble,Larceny,Liquor,MVTheft,Murder,NgMansl,Prostit,Rape,Robbery,Runaway,SexOff,SmAsslt,StlProp,Vagrncy,Vandal,Weapons,violent_crime,non_violent_crime
Salisbury,0.0,5.0,0.0,0.0,0.0,10.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,35.0
Scotland,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0
Seymour,8.0,108.0,0.0,1.0,0.0,49.0,37.0,34.0,0.0,11.0,0.0,9.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,68.0,0.0,0.0,6.0,4.0,70.0,354.0
Sharon,0.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,16.0
Shelton,9.0,180.0,1.0,16.0,0.0,30.0,18.0,20.0,0.0,0.0,4.0,5.0,0.0,57.0,2.0,2.0,1.0,0.0,0.0,1.0,14.0,0.0,0.0,119.0,0.0,0.0,9.0,3.0,121.0,482.0
Sherman,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,9.0
Simsbury,1.0,24.0,0.0,1.0,0.0,44.0,11.0,14.0,0.0,1.0,0.0,5.0,0.0,23.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,37.0,0.0,0.0,0.0,0.0,40.0,169.0
Somers,0.0,45.0,0.0,4.0,0.0,33.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,6.0,0.0,11.0,124.0
Southbury,3.0,59.0,0.0,1.0,0.0,80.0,13.0,8.0,0.0,5.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,1.0,4.0,29.0,227.0
Southington,5.0,117.0,0.0,40.0,0.0,62.0,40.0,100.0,7.0,13.0,5.0,9.0,0.0,182.0,16.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,223.0,2.0,0.0,6.0,5.0,230.0,840.0
South_Windsor,13.0,78.0,0.0,17.0,0.0,45.0,7.0,64.0,0.0,24.0,4.0,4.0,0.0,56.0,2.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,90.0,3.0,0.0,11.0,2.0,93.0,418.0
Sprague,2.0,7.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,7.0,0.0,13.0,39.0
Stafford,2.0,36.0,1.0,8.0,0.0,29.0,12.0,23.0,1.0,4.0,0.0,1.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,24.0,0.0,0.0,1.0,2.0,28.0,167.0
Stamford,94.0,690.0,2.0,42.0,0.0,98.0,186.0,326.0,11.0,9.0,23.0,13.0,4.0,292.0,1.0,7.0,6.0,0.0,3.0,3.0,57.0,0.0,21.0,573.0,5.0,1.0,68.0,32.0,603.0,2473.0
Sterling,0.0,3.0,0.0,1.0,0.0,4.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,10.0,32.0
Stonington,7.0,161.0,0.0,3.0,0.0,104.0,23.0,16.0,0.0,7.0,1.0,2.0,0.0,37.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,135.0,0.0,0.0,23.0,3.0,135.0,519.0
Stratford,23.0,362.0,1.0,40.0,0.0,53.0,136.0,121.0,2.0,11.0,23.0,16.0,0.0,220.0,0.0,12.0,0.0,0.0,1.0,4.0,19.0,0.0,11.0,244.0,3.0,0.0,18.0,10.0,259.0,1307.0
Suffield,1.0,52.0,0.0,0.0,0.0,18.0,13.0,7.0,0.0,1.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,1.0,20.0,122.0
Thomaston,2.0,46.0,2.0,1.0,0.0,25.0,9.0,11.0,1.0,6.0,2.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,1.0,0.0,1.0,1.0,36.0,153.0
Thompson,3.0,13.0,0.0,5.0,0.0,15.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,24.0,0.0,0.0,3.0,0.0,24.0,97.0
Tolland,1.0,81.0,0.0,5.0,0.0,29.0,13.0,17.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,1.0,14.0,183.0
Torrington,16.0,64.0,4.0,28.0,0.0,84.0,203.0,89.0,0.0,11.0,5.0,8.0,0.0,161.0,5.0,11.0,1.0,0.0,1.0,0.0,12.0,0.0,10.0,241.0,0.0,0.0,12.0,5.0,252.0,955.0
Trumbull,4.0,121.0,0.0,16.0,0.0,47.0,20.0,25.0,2.0,3.0,7.0,10.0,0.0,357.0,5.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,56.0,0.0,0.0,3.0,3.0,58.0,686.0
Union,0.0,3.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Vernon,11.0,264.0,1.0,23.0,0.0,140.0,109.0,105.0,3.0,26.0,14.0,7.0,0.0,85.0,0.0,7.0,0.0,0.0,0.0,3.0,12.0,0.0,6.0,73.0,0.0,0.0,33.0,6.0,82.0,917.0
Voluntown,1.0,5.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,22.0
Wallingford,9.0,147.0,0.0,25.0,0.0,243.0,115.0,117.0,1.0,0.0,9.0,13.0,0.0,132.0,7.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,85.0,1.0,0.0,40.0,27.0,90.0,972.0
Warren,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Washington,0.0,1.0,0.0,1.0,0.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,28.0
Waterbury,98.0,1055.0,1.0,102.0,0.0,93.0,1318.0,524.0,0.0,49.0,12.0,46.0,7.0,575.0,18.0,67.0,5.0,3.0,34.0,17.0,90.0,0.0,41.0,874.0,30.0,0.0,243.0,113.0,940.0,5317.0
Waterford,41.0,449.0,0.0,7.0,0.0,86.0,12.0,65.0,3.0,8.0,3.0,7.0,0.0,311.0,1.0,3.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,86.0,6.0,0.0,16.0,2.0,90.0,1075.0
Watertown,15.0,59.0,0.0,25.0,0.0,36.0,6.0,34.0,7.0,17.0,6.0,9.0,0.0,63.0,2.0,1.0,0.0,0.0,3.0,1.0,4.0,0.0,2.0,134.0,1.0,0.0,4.0,5.0,137.0,419.0
Westbrook,0.0,112.0,0.0,0.0,0.0,19.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,2.0,1.0,12.0,156.0
West_Hartford,4.0,130.0,0.0,55.0,0.0,158.0,198.0,355.0,18.0,37.0,15.0,12.0,0.0,351.0,2.0,21.0,0.0,0.0,4.0,1.0,29.0,0.0,1.0,73.0,15.0,0.0,14.0,17.0,75.0,1506.0
West_Haven,16.0,520.0,3.0,20.0,0.0,57.0,392.0,84.0,0.0,23.0,4.0,13.0,0.0,139.0,0.0,3.0,0.0,0.0,5.0,2.0,11.0,0.0,2.0,47.0,7.0,0.0,17.0,10.0,51.0,1359.0
Weston,0.0,4.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,32.0
Westport,4.0,32.0,0.0,8.0,0.0,23.0,17.0,41.0,2.0,1.0,5.0,9.0,0.0,55.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,46.0,2.0,0.0,2.0,0.0,48.0,249.0
Wethersfield,11.0,295.0,0.0,13.0,0.0,5.0,8.0,90.0,3.0,5.0,16.0,22.0,0.0,110.0,0.0,2.0,0.0,0.0,2.0,1.0,7.0,0.0,7.0,107.0,22.0,2.0,14.0,8.0,115.0,739.0
Willington,0.0,23.0,0.0,1.0,0.0,20.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,7.0,86.0
Wilton,1.0,38.0,0.0,2.0,0.0,63.0,43.0,12.0,2.0,6.0,9.0,3.0,0.0,13.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,2.0,4.0,11.0,213.0
Winchester,2.0,19.0,1.0,5.0,0.0,18.0,20.0,2.0,0.0,4.0,1.0,2.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,52.0,0.0,0.0,6.0,0.0,56.0,164.0
Willimantic,15.0,599.0,0.0,18.0,0.0,56.0,206.0,139.0,0.0,0.0,4.0,4.0,0.0,50.0,3.0,8.0,0.0,0.0,4.0,0.0,15.0,0.0,5.0,105.0,0.0,0.0,15.0,4.0,110.0,1235.0
Windham,1.0,26.0,0.0,0.0,0.0,12.0,11.0,1.0,0.0,5.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,2.0,0.0,9.0,89.0
Windsor,9.0,171.0,0.0,16.0,0.0,71.0,62.0,48.0,0.0,14.0,0.0,13.0,0.0,94.0,1.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,3.0,176.0,3.0,0.0,13.0,5.0,180.0,700.0
Windsor_Locks,0.0,37.0,0.0,7.0,0.0,61.0,3.0,26.0,1.0,3.0,1.0,1.0,0.0,13.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,115.0,0.0,0.0,8.0,0.0,116.0,286.0
Wolcott,1.0,18.0,1.0,8.0,0.0,13.0,17.0,21.0,0.0,69.0,0.0,6.0,0.0,59.0,0.0,4.0,0.0,0.0,2.0,0.0,7.0,1.0,1.0,17.0,0.0,0.0,2.0,4.0,18.0,250.0
Woodbridge,0.0,30.0,0.0,9.0,0.0,6.0,15.0,12.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,86.0
Woodbury,1.0,12.0,0.0,1.0,0.0,11.0,15.0,11.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,2.0,0.0,11.0,76.0
Woodstock,1.0,5.0,0.0,1.0,0.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0,13.0,46.0
Yale_University,0.0,49.0,0.0,10.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,99.0
UConn Storrs,1.0,20.0,0.0,15.0,0.0,41.0,40.0,25.0,0.0,2.0,13.0,2.0,0.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,1.0,8.0,204.0
Foxwoods_Casino,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Mohegan_Sun_Casino,0.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
MTA,2.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0,140.0
C.C.S.U.,0.0,15.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,37.0
E.C.S.U.,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0
UConn_Health_Ctr,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0
W.C.S.U.,0.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,11.0
S.C.S.U.,0.0,1.0,0.0,1.0,0.0,17.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,40.0
State_Capitol,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0
Groton_Town,5.0,314.0,0.0,6.0,0.0,129.0,14.0,17.0,2.0,11.0,4.0,6.0,0.0,59.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,104.0,1.0,0.0,8.0,7.0,105.0,691.0
Groton_Long_Pt.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
State_Police_Misc.*,33.0,1385.0,0.0,3.0,0.0,1215.0,83.0,476.0,2.0,9.0,6.0,20.0,0.0,44.0,0.0,26.0,5.0,1.0,7.0,0.0,0.0,0.0,4.0,143.0,3.0,0.0,8.0,59.0,153.0,3499.0
Mashantucket_Tribal_PD,10.0,175.0,0.0,3.0,0.0,1.0,10.0,16.0,0.0,0.0,2.0,4.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,12.0,2.0,104.0,357.0
Mohegan_Tribal_PD,7.0,49.0,0.0,0.0,0.0,16.0,81.0,4.0,0.0,4.0,8.0,10.0,0.0,119.0,2.0,1.0,0.0,0.0,7.0,0.0,6.0,0.0,1.0,43.0,0.0,0.0,0.0,1.0,44.0,352.0
Fairfield_County,474.0,3987.0,13.0,340.0,0.0,1073.0,1165.0,1214.0,64.0,148.0,163.0,198.0,4.0,2270.0,47.0,159.0,18.0,0.0,55.0,34.0,277.0,0.0,96.0,3331.0,33.0,1.0,323.0,190.0,3479.0,15203.0
Hartford_County,778.0,7383.0,34.0,727.0,0.0,2161.0,3346.0,3478.0,56.0,351.0,186.0,283.0,0.0,4529.0,77.0,213.0,54.0,3.0,109.0,69.0,411.0,0.0,138.0,6181.0,114.0,2.0,468.0,348.0,6445.0,30721.0
Litchfield_County,44.0,765.0,7.0,83.0,0.0,375.0,426.0,247.0,8.0,96.0,22.0,38.0,0.0,449.0,10.0,27.0,1.0,0.0,7.0,2.0,20.0,0.0,24.0,778.0,8.0,0.0,43.0,27.0,805.0,3463.0
Middlesex_County,83.0,2432.0,0.0,60.0,1.0,1727.0,376.0,773.0,4.0,90.0,29.0,49.0,0.0,464.0,18.0,43.0,6.0,1.0,9.0,0.0,14.0,0.0,22.0,742.0,17.0,26.0,67.0,88.0,771.0,7058.0
New_Haven_County,479.0,8044.0,12.0,507.0,0.0,1593.0,4781.0,2140.0,15.0,476.0,135.0,204.0,7.0,3439.0,46.0,124.0,7.0,4.0,68.0,48.0,308.0,1.0,96.0,4043.0,46.0,1.0,683.0,312.0,4198.0,27140.0
New_London_County,231.0,3026.0,8.0,114.0,0.0,990.0,458.0,633.0,8.0,147.0,43.0,65.0,1.0,998.0,28.0,26.0,5.0,0.0,14.0,12.0,57.0,1.0,32.0,1648.0,23.0,0.0,197.0,78.0,1697.0,8612.0
Tolland_County,20.0,603.0,3.0,71.0,0.0,448.0,270.0,233.0,4.0,42.0,31.0,14.0,0.0,250.0,6.0,16.0,1.0,0.0,0.0,7.0,16.0,0.0,13.0,220.0,0.0,0.0,64.0,18.0,241.0,2330.0
Windham_County,48.0,1392.0,1.0,54.0,0.0,355.0,355.0,264.0,2.0,28.0,12.0,8.0,0.0,273.0,5.0,23.0,0.0,2.0,5.0,9.0,24.0,0.0,15.0,367.0,3.0,0.0,41.0,8.0,393.0,3246.0
New_York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Urban,832.0,7480.0,20.0,428.0,0.0,672.0,4708.0,2601.0,20.0,253.0,109.0,152.0,11.0,2637.0,50.0,231.0,67.0,4.0,132.0,55.0,471.0,0.0,132.0,5275.0,58.0,2.0,635.0,434.0,5533.0,26637.0
NonUrban,1325.0,20153.0,58.0,1528.0,1.0,8050.0,6469.0,6381.0,141.0,1125.0,512.0,707.0,1.0,10034.0,187.0,400.0,25.0,6.0,135.0,126.0,656.0,2.0,304.0,12035.0,186.0,28.0,1251.0,635.0,12496.0,71136.0
CSP_Total,108.0,3403.0,7.0,156.0,0.0,2480.0,776.0,894.0,5.0,100.0,30.0,48.0,1.0,701.0,13.0,66.0,7.0,3.0,12.0,12.0,27.0,0.0,42.0,745.0,7.0,1.0,99.0,94.0,809.0,9729.0
NIBRS_Data,1086.0,17744.0,42.0,1210.0,1.0,7151.0,6311.0,5354.0,137.0,963.0,439.0,580.0,5.0,7985.0,151.0,339.0,22.0,3.0,121.0,81.0,568.0,2.0,277.0,9971.0,146.0,30.0,1040.0,536.0,10354.0,61209.0
Summary_UCR_Data,1071.0,9889.0,36.0,746.0,0.0,1571.0,4866.0,3628.0,24.0,415.0,182.0,279.0,7.0,4686.0,86.0,292.0,70.0,7.0,146.0,100.0,559.0,0.0,159.0,7339.0,98.0,0.0,846.0,533.0,7675.0,36564.0
