stat_key,stat_index,Connecticut Total,Andover,Ansonia,Ashford,Avon,Barkhamsted,Beacon Falls,Berlin,Bethany,Bethel,Bethlehem,Bloomfield,Bolton,Bozrah,Branford,Bridgeport,Bridgewater,Bristol,Brookfield,Brooklyn,Burlington,Canaan,Canterbury,Canton,Chaplin,Cheshire,Chester,Clinton,Colchester,Colebrook,Columbia,Cornwall,Coventry,Cromwell,Danbury,Darien,Deep River,Derby,Durham,Eastford,East Granby,East Haddam,East Hampton,East Hartford,East Haven,East Lyme PD,Easton,East Windsor,Ellington,Enfield,Essex,Fairfield,Farmington,Franklin,Glastonbury,Goshen,Granby,Greenwich,Griswold,Groton City,Guilford,Haddam,Hamden,Hampton,Hartford,Hartland,Harwinton,Hebron,Kent,Killingly,Killingworth,Lebanon,Ledyard PD,Lisbon,Litchfield,Lyme,Madison,Manchester,Mansfield,Marlborough,Meriden,Middlebury,Middlefield,Middletown,Milford,Monroe,Montville,Morris,Naugatuck,New Britain,New Canaan,New Fairfield,New Hartford,New Haven,Newington,New London,New Milford,Newtown,Norfolk,North Branford,North Canaan,North Haven,North Stonington,Norwalk,Norwich,Old Lyme,Old Saybrook,Orange,Oxford,Plainfield,Plainville,Plymouth,Pomfret,Portland,Preston,Prospect,Putnam Municipal,Putnam,Redding,Ridgefield,Rocky Hill,Roxbury,Salem,Salisbury,Scotland,Seymour,Sharon,Shelton,Sherman,Simsbury,Somers,Southbury,Southington,South Windsor,Sprague,Stafford,Stamford,Sterling,Stonington,Stratford,Suffield,Thomaston,Thompson,Tolland,Torrington,Trumbull,Union,Vernon,Voluntown,Wallingford,Warren,Washington,Waterbury,Waterford,Watertown,Westbrook,West Hartford,West Haven,Weston,Westport,Wethersfield,Willington,Wilton,Winchester,Willimantic,Windham,Windsor,Windsor Locks,Wolcott,Woodbridge,Woodbury,Woodstock,Yale University,UConn - Storrs,Foxwoods Casino,Mohegan Sun Casino,MTA,C.C.S.U.,E.C.S.U.,UConn Health Ctr,W.C.S.U.,S.C.S.U.,State Capitol,Groton Town,Groton Long Pt.,State Police Misc.*,Mashantucket Tribal PD,Mohegan Tribal PD,CT Dept Motor Vehicles,Fairfield County,Hartford County,Litchfield County,Middlesex County,New Haven County,New London County,Tolland County,Windham County,New York,"100,000+ pop","<100,000 pop",State Police Total,NIBRS Data,Summary UCR Data
Burgl 40-44,162,156,0,2,0,1,0,0,0,0,1,0,0,0,2,0,5,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,3,0,0,0,0,1,1,0,3,0,0,4,0,0,0,0,0,0,0,4,0,11,0,1,0,0,2,0,0,0,0,0,0,0,5,0,0,3,0,0,0,5,0,1,0,1,2,0,0,0,16,2,1,0,0,0,1,1,2,0,2,3,1,0,0,3,0,3,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,3,0,3,0,0,14,0,0,0,3,0,1,1,0,0,1,0,2,1,0,2,0,0,0,0,6,2,0,0,3,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,55,6,3,47,14,5,5,0,41,115,20,117,39
Burgl 45-49,163,145,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,2,0,0,3,0,1,0,1,0,2,0,0,0,11,0,2,1,1,0,4,0,2,0,9,3,0,2,0,0,0,1,1,0,0,2,0,0,0,2,0,2,0,0,0,0,0,1,9,0,0,0,0,1,1,0,0,6,0,0,7,0,0,0,1,0,0,0,0,0,1,0,0,3,1,3,0,1,3,0,1,2,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45,33,10,6,37,10,4,0,0,38,107,12,113,32
Burgl 50-54,164,84,0,1,1,0,0,0,1,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,3,0,6,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,2,0,2,2,0,0,0,0,1,2,0,0,1,11,0,1,0,0,0,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,1,0,0,0,0,0,1,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,17,3,5,33,4,1,7,0,24,60,10,67,17
Burgl 55-59,165,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,1,5,12,0,0,0,0,24,27,1,29,22
Burgl 60-64,166,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,1,4,1,3,2
Burgl 65+,167,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,1,4,0,0,0,0,2,11,1,10,3
Burgl Asian,168,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,1,0,1,0,0,0,10,0,6,4
Burgl Black,169,477,0,3,0,0,0,0,2,0,0,0,5,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,5,3,0,5,0,0,0,0,0,8,3,1,0,0,3,8,0,12,2,0,3,0,0,12,0,2,1,0,11,0,48,0,0,0,0,1,0,0,0,0,0,0,0,36,0,0,5,4,0,5,6,2,0,0,1,9,0,0,0,44,1,6,0,0,0,0,0,1,2,17,6,0,4,2,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,2,0,0,3,3,1,3,0,0,18,0,2,4,0,0,0,0,3,1,0,11,0,6,0,0,27,2,1,0,12,9,0,8,7,0,1,1,1,0,6,0,2,3,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,107,155,5,15,152,23,18,2,0,157,320,19,331,146
Burgl Indian,170,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0
Burgl White,171,1510,0,10,1,1,0,1,7,2,5,1,1,0,2,4,32,1,20,3,0,5,0,3,2,1,4,1,5,2,0,0,0,9,1,18,5,1,7,0,0,4,2,0,22,16,0,0,4,6,47,1,17,7,0,14,0,5,18,3,3,9,3,10,3,98,0,2,1,0,16,2,0,1,2,3,2,6,45,10,0,32,7,2,5,34,4,1,1,30,56,2,0,5,73,7,13,3,4,0,11,6,15,3,25,32,3,5,5,9,4,19,7,0,7,2,6,9,0,1,0,3,2,2,0,0,5,1,34,0,6,7,3,29,19,1,8,36,1,9,25,2,5,1,13,35,3,0,12,0,13,1,1,68,9,12,2,6,11,0,9,21,1,0,5,32,2,2,1,30,0,4,1,10,4,0,0,0,0,0,0,0,0,0,5,1,9,1,2,0,241,453,95,46,431,99,71,74,0,307,1203,179,1076,434
Burgl Unknown Race,172,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,7,1,8,2,7,1,0,0,37,11,37,0
Burgl F,173,209,0,1,0,0,0,0,1,1,0,0,0,0,0,1,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,8,9,0,0,0,0,12,0,2,0,0,1,0,0,2,0,0,2,0,0,1,12,0,0,0,0,4,1,0,0,0,0,0,1,5,1,0,1,1,0,1,6,1,0,0,1,6,0,0,2,14,1,1,0,0,0,3,0,2,0,3,4,1,1,0,4,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,5,0,1,1,0,2,2,0,4,7,0,1,0,0,1,0,2,2,1,0,2,0,2,0,0,6,1,6,0,0,1,0,3,3,0,0,1,1,0,1,0,5,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,61,14,3,68,9,13,8,0,43,166,24,153,56
Burgl M,174,1827,0,12,1,1,0,1,8,1,5,1,6,0,2,3,48,1,21,3,1,5,0,2,2,1,4,1,10,2,0,0,0,7,2,22,8,1,9,0,0,4,2,0,22,12,1,0,4,9,46,1,28,9,0,16,0,5,29,3,5,9,3,23,2,134,0,2,1,0,13,1,0,1,2,3,2,5,77,10,0,36,10,2,10,34,5,1,1,30,59,4,0,3,103,8,19,3,4,0,9,6,16,5,40,34,2,8,7,11,3,17,6,0,7,3,6,9,0,2,0,3,2,2,0,0,7,1,32,0,5,11,6,28,20,1,7,47,1,11,31,2,4,1,11,37,4,0,21,0,17,1,2,89,10,10,2,19,19,0,14,25,1,1,5,32,2,7,1,27,3,5,1,15,6,0,0,0,0,0,0,0,0,0,5,1,9,2,3,0,327,554,93,59,524,117,84,69,0,421,1406,185,1299,528
Larceny <10,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
Larceny 10-12,176,48,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,4,3,10,8,3,1,0,13,35,5,36,12
Larceny 13-14,177,249,0,6,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,8,1,0,0,2,0,0,0,0,4,0,0,0,2,0,3,0,0,0,2,0,21,0,4,1,0,0,0,0,0,0,2,0,0,21,1,0,7,0,0,0,7,0,0,0,2,1,0,0,0,14,2,2,0,0,0,1,0,0,0,4,6,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,1,0,1,23,2,0,2,0,0,0,0,2,15,0,2,0,0,0,0,9,6,0,0,8,1,0,1,7,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,69,84,8,1,53,22,5,7,0,73,176,18,178,71
Larceny 15,178,269,0,3,0,0,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,0,0,0,1,0,0,0,5,0,0,0,0,0,2,12,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,0,1,10,0,0,0,0,1,0,1,0,0,3,0,25,0,1,0,0,0,0,0,0,0,1,0,0,13,2,0,10,0,0,0,14,0,0,0,1,1,1,0,0,11,5,1,1,0,0,4,0,0,0,19,4,1,1,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,1,6,0,0,0,0,0,15,0,1,0,0,0,0,9,8,0,0,12,8,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,77,78,3,8,69,22,4,8,0,63,206,9,199,70
Larceny 16,179,299,0,4,0,1,0,0,0,0,1,2,1,0,0,1,5,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,19,0,0,0,0,0,0,1,0,4,2,0,0,0,0,2,0,0,6,0,2,0,0,1,0,0,0,0,7,0,40,0,0,0,0,0,0,0,2,0,0,0,0,15,1,1,5,1,0,1,17,0,0,0,0,1,0,1,0,11,1,3,1,1,0,0,0,0,0,10,2,0,1,1,0,0,5,0,0,0,0,1,2,2,0,1,0,0,0,0,0,1,0,1,0,0,1,1,2,1,0,1,16,2,0,7,0,0,0,0,4,15,0,3,0,4,0,0,7,11,1,0,7,9,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,79,94,8,10,73,20,8,7,0,79,220,14,206,93
MVTheft <10,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larceny 17,180,361,0,2,0,1,0,0,0,0,1,0,3,1,0,1,1,0,1,3,0,0,0,0,1,0,0,0,7,0,0,0,0,0,1,20,1,0,0,0,0,0,0,0,2,1,0,0,2,0,1,0,0,8,0,2,0,0,1,0,0,1,0,3,0,45,0,0,0,0,2,0,0,2,0,0,0,0,30,1,1,8,0,0,0,11,0,3,0,2,2,0,0,0,17,7,3,1,1,0,1,0,0,0,7,3,1,3,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,2,0,0,1,0,0,1,19,0,2,7,0,0,0,0,1,37,0,1,0,4,0,0,4,28,1,0,6,4,0,4,5,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,103,124,3,12,65,45,4,5,0,86,275,14,256,105
Larceny 18,181,415,0,4,1,2,0,0,2,0,0,0,1,0,0,8,4,0,2,1,0,0,0,0,0,0,1,0,5,0,0,0,0,3,0,17,0,0,0,0,1,0,0,0,9,1,1,0,6,0,1,0,8,12,0,2,0,0,1,0,1,1,0,9,0,20,0,2,0,0,1,0,0,0,0,0,0,0,22,7,0,3,0,0,5,13,0,0,0,4,2,0,0,0,29,4,1,1,1,0,1,0,3,1,12,4,2,2,4,0,0,3,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,2,3,0,2,11,0,2,1,0,0,0,0,2,25,0,3,0,10,0,0,15,26,2,0,12,3,0,0,5,0,0,0,7,0,1,0,1,0,0,0,1,15,0,0,0,1,0,0,0,2,0,2,0,0,2,0,0,84,114,8,12,114,43,30,10,0,79,336,20,339,76
Larceny 19,182,316,0,1,0,1,1,0,3,0,2,0,1,0,0,7,3,0,4,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,3,10,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,7,10,0,4,0,1,5,0,1,0,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,0,0,3,22,0,0,0,0,2,1,0,0,18,7,1,2,0,0,0,0,1,0,12,2,1,0,3,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,3,0,1,11,0,0,5,0,0,0,0,3,14,0,3,0,8,0,0,11,13,2,1,6,2,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,8,0,0,0,2,0,0,0,2,0,2,0,0,1,1,0,71,90,8,17,90,22,13,5,0,61,255,8,239,77
Larceny 20,183,296,0,3,2,0,0,0,1,0,0,0,1,0,0,1,4,0,3,1,1,0,0,0,2,0,0,0,4,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,4,2,0,0,4,1,0,0,7,5,0,0,0,0,2,0,1,1,0,7,0,20,0,0,1,0,2,0,0,0,2,0,0,0,10,6,0,7,0,0,5,6,0,0,0,3,8,1,0,0,24,4,2,2,0,0,0,0,1,0,5,2,0,1,2,1,0,3,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,0,0,1,2,0,1,7,0,0,11,0,0,2,0,3,14,0,3,0,6,0,0,12,5,1,0,6,4,0,4,2,0,0,0,2,0,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,69,78,7,14,83,15,20,10,0,67,229,20,232,64
Larceny 21,184,309,0,1,0,1,0,1,0,0,0,0,0,1,0,4,4,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,1,0,0,0,0,0,0,0,8,3,0,0,3,0,1,0,4,3,0,2,0,1,4,0,0,1,0,12,0,33,0,0,0,0,1,0,0,0,1,0,0,0,8,2,0,7,0,0,1,12,0,0,0,5,3,0,0,0,15,6,0,2,0,0,0,1,3,0,7,4,1,2,4,0,0,2,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,0,2,6,0,2,7,0,0,0,0,3,18,0,1,0,6,0,0,15,10,1,0,7,2,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,2,3,2,0,63,91,8,13,92,26,10,6,0,73,236,16,232,77
Larceny 22,185,277,1,1,0,0,0,0,1,0,0,0,0,0,0,4,2,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,6,1,0,2,0,0,0,0,0,3,2,1,0,5,0,1,0,3,5,0,0,0,0,1,0,1,0,0,3,0,28,0,1,0,0,1,0,0,1,2,0,0,1,6,1,0,4,0,0,1,6,1,0,0,2,2,2,0,0,20,7,2,4,0,0,2,1,0,0,7,1,0,2,2,1,1,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,4,0,1,4,0,1,11,0,0,0,1,6,16,0,3,0,5,0,0,9,6,1,0,7,3,0,2,0,0,0,0,0,0,3,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,58,90,13,14,70,20,9,3,0,63,214,13,221,56
Larceny 23,186,293,1,3,0,0,0,0,1,0,3,1,3,0,0,3,4,0,3,1,0,0,0,0,1,0,1,0,3,2,0,0,0,0,1,13,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,0,8,8,0,0,0,0,3,0,0,0,0,5,0,30,0,0,0,0,1,0,0,0,4,0,0,0,18,3,2,5,0,0,2,4,1,0,0,1,3,0,0,0,14,2,0,5,0,0,1,0,2,0,5,2,0,4,4,0,0,3,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,1,4,0,3,4,0,0,0,1,5,7,0,1,0,2,0,0,13,6,3,0,7,1,0,5,3,0,0,0,2,0,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0,2,1,2,0,59,100,15,13,67,27,7,5,0,65,228,19,221,72
Larceny 24,187,335,0,1,0,1,0,0,0,0,0,0,1,0,1,4,5,0,7,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,3,1,0,0,0,1,4,1,0,0,4,0,1,0,3,7,0,1,0,0,0,0,0,2,0,9,0,38,0,0,0,0,4,0,0,0,2,0,0,0,9,1,0,5,0,0,2,12,0,0,0,6,4,0,0,0,24,5,4,3,2,0,1,0,0,0,7,1,0,1,7,0,0,7,0,0,0,0,1,0,0,0,1,4,0,0,0,0,2,0,2,0,0,0,2,4,4,0,0,5,0,1,4,0,0,0,0,5,5,0,1,0,10,0,0,20,8,8,1,8,4,0,1,0,0,0,1,2,0,4,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,5,0,45,115,17,8,115,26,2,7,0,92,243,14,249,86
Larceny 25-29,188,1651,0,7,0,2,0,0,7,4,3,0,7,0,0,26,22,0,37,3,4,1,0,0,2,1,9,0,11,3,0,1,0,0,11,28,2,2,4,0,0,3,2,1,18,9,1,0,11,2,3,2,21,29,1,6,1,1,9,0,3,9,1,21,0,162,0,0,0,0,8,0,0,1,6,2,0,1,75,4,2,33,1,2,22,43,6,2,0,25,18,2,1,7,110,36,8,6,2,0,5,2,11,0,30,16,0,8,20,1,1,15,3,0,4,0,1,3,7,1,2,12,0,1,0,0,1,0,10,0,4,0,9,29,10,0,2,29,0,8,25,9,4,1,0,31,42,0,9,1,43,0,0,79,48,10,2,38,22,1,4,26,0,4,4,5,0,9,2,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,24,0,6,2,11,0,247,574,72,74,500,136,18,30,0,402,1249,98,1249,402
Larceny 30-34,189,1566,0,7,0,2,0,0,10,2,9,0,13,1,0,25,23,0,26,2,5,1,0,0,2,0,5,0,9,7,0,0,0,0,12,24,1,0,2,0,0,1,2,3,16,9,0,1,16,0,3,2,27,15,0,7,0,2,9,1,1,4,1,28,0,131,0,0,2,0,10,0,0,5,11,0,1,3,57,6,3,30,1,1,30,37,4,3,0,23,16,4,2,0,102,37,9,11,5,0,6,2,7,0,36,28,0,5,21,0,2,9,1,0,5,1,2,3,7,0,2,9,1,0,1,0,7,0,3,0,3,2,7,16,6,1,1,31,0,3,24,1,2,1,2,31,34,0,10,0,38,0,0,70,54,9,5,50,24,0,7,22,0,1,2,8,3,7,2,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,18,0,4,3,20,0,250,484,61,79,462,166,25,39,0,357,1209,103,1219,347
Larceny 35-39,190,1316,1,3,0,4,0,0,9,1,3,0,8,0,1,24,23,0,24,1,0,0,0,0,0,0,7,0,9,4,0,0,0,0,8,22,2,1,8,0,0,0,0,0,17,9,1,0,13,0,3,2,21,17,0,11,0,0,2,2,0,7,1,28,0,94,0,1,0,0,9,0,0,2,6,1,0,1,48,4,1,21,0,1,14,32,5,4,0,15,8,2,1,2,99,23,6,4,1,0,1,2,7,0,47,16,0,10,12,1,0,15,4,0,12,0,0,5,3,3,2,13,0,1,0,0,4,0,6,0,1,0,1,20,7,1,0,22,0,4,19,0,3,0,1,22,20,0,15,0,30,0,0,47,50,11,1,53,15,0,10,35,0,2,2,7,0,9,1,7,0,2,0,1,0,0,0,0,0,0,0,0,0,0,20,0,6,3,2,0,214,434,54,65,381,123,21,24,0,285,1031,63,1034,282
