town,AgAsslt,AllOthr,Arson,Burgl,Curfew,DUI,Disord,DrugTot,Embezzl,Family,Forgery,Fraud,Gamble,Larceny,Liquor,MVTheft,Murder,NgMansl,Prostit,Rape,Robbery,Runaway,SexOff,SmAsslt,StlProp,Vagrncy,Vandal,Weapons,violent_crime,non_violent_crime
Canaan,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0
Canterbury,0.0,5.0,0.0,2.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,5.0,28.0
Canton,0.0,21.0,0.0,2.0,0.0,76.0,8.0,4.0,0.0,2.0,0.0,4.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,142.0
Chaplin,0.0,6.0,0.0,4.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,29.0
Cheshire,2.0,58.0,1.0,16.0,0.0,52.0,59.0,16.0,1.0,0.0,2.0,8.0,0.0,35.0,35.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,43.0,0.0,0.0,7.0,5.0,43.0,346.0
Chester,0.0,1.0,0.0,1.0,0.0,4.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,14.0
Clinton,4.0,167.0,4.0,14.0,0.0,82.0,8.0,82.0,0.0,26.0,5.0,2.0,0.0,43.0,15.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,87.0,2.0,2.0,6.0,9.0,92.0,562.0
Colchester,0.0,160.0,2.0,3.0,0.0,70.0,25.0,33.0,0.0,16.0,1.0,1.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,13.0,0.0,0.0,4.0,6.0,15.0,357.0
Colebrook,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,11.0
Columbia,1.0,4.0,0.0,5.0,0.0,7.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0
Cornwall,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,9.0
Coventry,1.0,54.0,0.0,8.0,0.0,4.0,18.0,31.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,52.0,0.0,0.0,2.0,5.0,55.0,187.0
Cromwell,4.0,54.0,0.0,2.0,0.0,25.0,9.0,5.0,3.0,5.0,0.0,1.0,0.0,96.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,0.0,8.0,2.0,24.0,238.0
Danbury,32.0,305.0,0.0,27.0,0.0,90.0,158.0,95.0,8.0,3.0,5.0,20.0,0.0,311.0,1.0,12.0,0.0,0.0,2.0,2.0,19.0,0.0,10.0,355.0,0.0,0.0,34.0,19.0,367.0,1476.0
Darien,4.0,59.0,0.0,2.0,0.0,34.0,4.0,21.0,1.0,7.0,11.0,3.0,0.0,19.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,21.0,0.0,0.0,0.0,2.0,22.0,192.0
Deep_River,0.0,7.0,0.0,1.0,0.0,14.0,13.0,14.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,4.0,0.0,9.0,77.0
Derby,9.0,68.0,0.0,13.0,0.0,45.0,43.0,49.0,0.0,10.0,2.0,3.0,0.0,78.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,92.0,3.0,0.0,1.0,3.0,92.0,419.0
Durham,0.0,9.0,0.0,1.0,0.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,36.0
Eastford,0.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,11.0
East_Granby,0.0,6.0,0.0,4.0,0.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,38.0
East_Haddam,2.0,10.0,0.0,1.0,0.0,23.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,8.0,57.0
East_Hampton,1.0,9.0,0.0,5.0,0.0,20.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,60.0
East_Hartford,26.0,241.0,3.0,61.0,7.0,33.0,27.0,125.0,1.0,14.0,17.0,21.0,0.0,149.0,6.0,4.0,2.0,0.0,5.0,3.0,36.0,0.0,21.0,806.0,28.0,0.0,41.0,25.0,832.0,1676.0
East_Haven,8.0,123.0,1.0,5.0,0.0,31.0,125.0,25.0,0.0,10.0,3.0,4.0,0.0,111.0,0.0,4.0,0.0,0.0,0.0,2.0,3.0,1.0,5.0,66.0,0.0,0.0,8.0,1.0,73.0,528.0
East_Lyme,6.0,44.0,0.0,3.0,0.0,34.0,9.0,24.0,0.0,4.0,0.0,2.0,0.0,38.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,17.0,1.0,0.0,9.0,1.0,21.0,195.0
Easton,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,8.0
East_Windsor,2.0,105.0,0.0,6.0,0.0,65.0,42.0,13.0,0.0,18.0,4.0,4.0,0.0,105.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,0.0,1.0,5.0,6.0,68.0,452.0
Ellington,4.0,26.0,0.0,7.0,0.0,31.0,19.0,3.0,0.0,2.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,2.0,0.0,12.0,125.0
Enfield,25.0,428.0,3.0,29.0,0.0,134.0,66.0,222.0,0.0,5.0,10.0,8.0,0.0,225.0,15.0,7.0,5.0,0.0,1.0,2.0,11.0,0.0,5.0,194.0,4.0,0.0,0.0,33.0,206.0,1407.0
Essex,5.0,4.0,2.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,8.0,34.0
Fairfield,18.0,34.0,2.0,30.0,0.0,138.0,66.0,48.0,11.0,26.0,12.0,13.0,0.0,198.0,7.0,4.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,93.0,0.0,0.0,5.0,9.0,96.0,704.0
Farmington,1.0,115.0,0.0,18.0,0.0,125.0,52.0,30.0,1.0,5.0,6.0,10.0,0.0,294.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,36.0,0.0,0.0,1.0,4.0,39.0,708.0
Franklin,0.0,5.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,21.0
Glastonbury,4.0,145.0,0.0,43.0,0.0,97.0,13.0,106.0,5.0,1.0,20.0,10.0,0.0,80.0,5.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,93.0,3.0,0.0,5.0,2.0,94.0,635.0
Goshen,0.0,1.0,0.0,5.0,0.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,25.0
Granby,2.0,58.0,0.0,4.0,0.0,34.0,6.0,48.0,0.0,6.0,3.0,6.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,1.0,0.0,4.0,1.0,32.0,223.0
Greenwich,6.0,163.0,0.0,13.0,0.0,96.0,77.0,29.0,0.0,8.0,3.0,2.0,1.0,59.0,0.0,4.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,14.0,0.0,5.0,3.0,2.0,17.0,488.0
Griswold,10.0,54.0,0.0,5.0,0.0,43.0,30.0,15.0,0.0,6.0,1.0,2.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,43.0,0.0,0.0,3.0,2.0,46.0,237.0
Groton_City,6.0,144.0,0.0,4.0,0.0,61.0,19.0,10.0,0.0,10.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,133.0,2.0,0.0,7.0,12.0,134.0,414.0
Guilford,2.0,106.0,1.0,12.0,0.0,22.0,33.0,0.0,0.0,15.0,0.0,7.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0,11.0,262.0
Haddam,1.0,6.0,1.0,6.0,0.0,21.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,4.0,1.0,14.0,73.0
Hamden,99.0,153.0,0.0,58.0,0.0,24.0,237.0,75.0,1.0,6.0,10.0,21.0,0.0,220.0,0.0,7.0,1.0,0.0,0.0,0.0,35.0,0.0,3.0,62.0,0.0,0.0,15.0,10.0,66.0,938.0
Hampton,0.0,3.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,15.0
Hartford,337.0,2588.0,19.0,189.0,0.0,364.0,1462.0,1045.0,0.0,115.0,18.0,68.0,0.0,1109.0,18.0,52.0,31.0,0.0,121.0,28.0,170.0,0.0,32.0,2268.0,6.0,0.0,81.0,144.0,2359.0,9928.0
Hartland,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0
Harwinton,0.0,8.0,0.0,1.0,0.0,19.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,68.0
Hebron,0.0,14.0,0.0,2.0,0.0,24.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,12.0,68.0
Kent,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,13.0
Killingly,9.0,433.0,0.0,10.0,0.0,71.0,50.0,41.0,1.0,8.0,0.0,1.0,0.0,60.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,6.0,56.0,2.0,0.0,6.0,4.0,65.0,754.0
Killingworth,1.0,3.0,0.0,1.0,0.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,4.0,24.0
Lebanon,0.0,20.0,0.0,1.0,0.0,26.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,58.0
Ledyard,3.0,37.0,0.0,2.0,0.0,34.0,28.0,8.0,0.0,2.0,1.0,1.0,1.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,24.0,0.0,0.0,3.0,1.0,28.0,172.0
Lisbon,2.0,22.0,0.0,2.0,0.0,15.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,11.0,185.0
Litchfield,2.0,117.0,0.0,4.0,0.0,22.0,12.0,9.0,0.0,2.0,0.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,18.0,204.0
Lyme,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0
Madison,2.0,34.0,0.0,6.0,0.0,53.0,24.0,7.0,0.0,3.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,145.0
Manchester,36.0,719.0,3.0,75.0,0.0,167.0,17.0,180.0,10.0,3.0,37.0,29.0,0.0,606.0,8.0,9.0,2.0,1.0,8.0,1.0,35.0,0.0,19.0,1021.0,11.0,0.0,20.0,13.0,1044.0,2994.0
Mansfield,2.0,62.0,0.0,15.0,0.0,138.0,17.0,17.0,0.0,2.0,1.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,10.0,1.0,18.0,339.0
Marlborough,0.0,11.0,0.0,1.0,0.0,59.0,7.0,5.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,93.0
Meriden,51.0,1420.0,0.0,66.0,0.0,99.0,149.0,419.0,0.0,22.0,10.0,25.0,0.0,297.0,16.0,0.0,0.0,0.0,14.0,16.0,34.0,0.0,5.0,814.0,4.0,0.0,56.0,30.0,835.0,3496.0
Middlebury,0.0,13.0,0.0,3.0,0.0,2.0,12.0,10.0,0.0,5.0,1.0,2.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,73.0
Middlefield,2.0,2.0,0.0,1.0,0.0,15.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,33.0
Middletown,23.0,518.0,1.0,25.0,0.0,123.0,207.0,130.0,0.0,61.0,9.0,5.0,0.0,144.0,2.0,8.0,0.0,0.0,2.0,0.0,16.0,0.0,5.0,400.0,6.0,11.0,54.0,16.0,405.0,1743.0
Milford,17.0,473.0,3.0,33.0,0.0,72.0,172.0,137.0,0.0,15.0,24.0,9.0,0.0,520.0,8.0,0.0,1.0,0.0,7.0,2.0,13.0,0.0,5.0,228.0,0.0,0.0,26.0,25.0,236.0,1773.0
Monroe,0.0,13.0,0.0,9.0,0.0,45.0,21.0,7.0,0.0,1.0,1.0,9.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,4.0,15.0,138.0
Montville,10.0,339.0,1.0,8.0,0.0,118.0,37.0,43.0,0.0,5.0,3.0,0.0,0.0,35.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,73.0,0.0,0.0,3.0,3.0,75.0,674.0
Morris,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0
Naugatuck,8.0,823.0,6.0,38.0,0.0,168.0,163.0,92.0,1.0,31.0,11.0,16.0,0.0,158.0,1.0,8.0,0.0,0.0,0.0,0.0,11.0,0.0,7.0,173.0,0.0,0.0,15.0,12.0,180.0,1734.0
New_Britain,101.0,1000.0,3.0,112.0,0.0,189.0,954.0,454.0,8.0,24.0,26.0,20.0,0.0,377.0,5.0,32.0,5.0,3.0,11.0,21.0,54.0,0.0,8.0,547.0,35.0,1.0,188.0,50.0,584.0,4127.0
New_Canaan,1.0,54.0,0.0,7.0,0.0,14.0,11.0,12.0,0.0,3.0,1.0,6.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,13.0,140.0
New_Fairfield,3.0,8.0,0.0,1.0,0.0,10.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,11.0,49.0
New_Hartford,2.0,14.0,0.0,7.0,0.0,9.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,8.0,62.0
New_Haven,339.0,2961.0,1.0,74.0,0.0,147.0,1438.0,731.0,2.0,78.0,47.0,39.0,1.0,686.0,9.0,8.0,8.0,0.0,3.0,5.0,99.0,0.0,26.0,1912.0,6.0,0.0,231.0,77.0,1951.0,8589.0
Newington,144.0,289.0,0.0,42.0,0.0,82.0,39.0,105.0,0.0,40.0,8.0,12.0,0.0,155.0,6.0,6.0,1.0,0.0,4.0,1.0,9.0,0.0,4.0,3.0,5.0,0.0,28.0,11.0,9.0,850.0
New_London,72.0,91.0,5.0,39.0,0.0,1.0,67.0,228.0,1.0,20.0,7.0,5.0,0.0,123.0,0.0,10.0,1.0,0.0,15.0,5.0,13.0,0.0,14.0,249.0,11.0,0.0,46.0,33.0,269.0,984.0
New_Milford,4.0,195.0,0.0,2.0,0.0,58.0,18.0,24.0,1.0,33.0,0.0,3.0,0.0,81.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,203.0,0.0,1.0,10.0,5.0,207.0,643.0
Newtown,5.0,56.0,0.0,4.0,0.0,55.0,7.0,15.0,0.0,3.0,3.0,0.0,0.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,45.0,0.0,0.0,0.0,2.0,46.0,209.0
Norfolk,0.0,4.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,20.0
North_Branford,0.0,58.0,0.0,11.0,0.0,48.0,38.0,4.0,0.0,2.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,28.0,0.0,0.0,3.0,1.0,31.0,211.0
North_Canaan,1.0,24.0,0.0,2.0,0.0,18.0,5.0,3.0,2.0,3.0,0.0,2.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,2.0,0.0,8.0,79.0
North_Haven,8.0,119.0,0.0,24.0,0.0,31.0,78.0,28.0,0.0,13.0,9.0,5.0,0.0,96.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,13.0,0.0,0.0,4.0,2.0,15.0,432.0
North_Stonington,0.0,22.0,0.0,6.0,0.0,18.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,9.0,81.0
Norwalk,127.0,555.0,1.0,41.0,0.0,163.0,109.0,359.0,23.0,50.0,12.0,33.0,0.0,347.0,10.0,14.0,2.0,0.0,9.0,7.0,16.0,0.0,7.0,696.0,8.0,1.0,45.0,26.0,712.0,2534.0
Norwich,87.0,954.0,3.0,50.0,0.0,149.0,83.0,247.0,4.0,63.0,22.0,35.0,0.0,287.0,10.0,6.0,0.0,0.0,18.0,8.0,15.0,0.0,11.0,625.0,13.0,0.0,34.0,29.0,644.0,2666.0
Old_Lyme,0.0,3.0,0.0,1.0,0.0,28.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,8.0,73.0
Old_Saybrook,14.0,124.0,0.0,5.0,0.0,94.0,62.0,22.0,0.0,0.0,4.0,2.0,0.0,77.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,16.0,2.0,37.0,448.0
