Description,stat_index,Connecticut,Andover,Ansonia,Ashford,Avon,Barkhamsted,Beacon Falls,Berlin,Bethany,Bethel,Bethlehem,Bloomfield,Bolton,Bozrah,Branford,Bridgeport,Bridgewater,Bristol,Brookfield,Brooklyn,Burlington,Canaan,Canterbury,Canton,Chaplin,Cheshire,Chester,Clinton,Colchester,Colebrook,Columbia,Cornwall,Coventry,Cromwell,Danbury,Darien,Deep River,Derby,Durham,Eastford,East Granby,East Haddam,East Hampton,East Hartford,East Haven,East Lyme,Easton,East Windsor,Ellington,Enfield,Essex,Fairfield,Farmington,Franklin,Glastonbury,Goshen,Granby,Greenwich,Griswold,Groton City,Guilford,Haddam,Hamden,Hampton,Hartford,Hartland,Harwinton,Hebron,Kent,Killingly,Killingworth,Lebanon,Ledyard,Lisbon,Litchfield,Lyme,Madison,Manchester,Mansfield,Marlborough,Meriden,Middlebury,Middlefield,Middletown,Milford,Monroe,Montville,Morris,Naugatuck,New Britain,New Canaan,New Fairfield,New Hartford,New Haven,Newington,New London,New Milford,Newtown,Norfolk,North Branford,North Canaan,North Haven,North Stonington,Norwalk,Norwich,Old Lyme,Old Saybrook,Orange,Oxford,Plainfield,Plainville,Plymouth,Pomfret,Portland,Preston,Prospect,Putnam Municipal,Putnam,Redding,Ridgefield,Rocky Hill,Roxbury,Salem,Salisbury,Scotland,Seymour,Sharon,Shelton,Sherman,Simsbury,Somers,Southbury,Southington,South Windsor,Sprague,Stafford,Stamford,Sterling,Stonington,Stratford,Suffield,Thomaston,Thompson,Tolland,Torrington,Trumbull,Union,Vernon,Voluntown,Wallingford,Warren,Washington,Waterbury,Waterford,Watertown,Westbrook,West Hartford,West Haven,Weston,Westport,Wethersfield,Willington,Wilton,Winchester,Willimantic,Windham,Windsor,Windsor Locks,Wolcott,Woodbridge,Woodbury,Woodstock,Yale University,UConn - Storrs,Foxwoods Casino,Mohegan Sun Casino,MTA,C.C.S.U.
Family Asian,603,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Black,604,317,0,2,1,0,0,0,0,0,0,0,0,0,0,1,10,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,2,0,0,0,0,0,5,0,0,0,3,0,2,0,3,1,0,1,0,0,1,0,4,0,0,4,0,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,23,2,0,0,0,2,6,0,0,0,49,7,6,3,0,0,0,0,3,0,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,19,0,1,0,8,7,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0
Family Indian,605,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family White,606,1051,0,5,0,0,1,0,0,0,14,0,0,1,0,72,12,0,10,2,2,0,0,0,2,0,0,1,25,14,0,1,0,2,3,2,7,0,8,0,0,0,3,0,9,9,4,0,15,2,3,0,22,4,0,0,0,6,5,5,5,15,0,1,0,55,0,0,1,0,8,1,0,1,3,2,0,3,3,2,0,19,5,1,36,11,1,5,0,29,18,3,0,0,28,33,14,30,3,1,2,3,10,1,31,37,1,0,0,2,3,0,10,2,1,1,1,4,1,1,1,13,0,1,1,0,4,0,0,0,2,3,4,14,7,2,3,13,1,8,2,1,8,1,1,31,3,0,26,0,0,0,0,32,9,12,1,23,8,1,1,2,0,1,2,0,2,13,0,41,0,1,0,0,2,0,0,0,0
Family Unknown Race,607,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Family F,608,465,0,1,0,0,0,0,0,0,4,0,0,0,0,14,13,0,7,0,0,0,0,0,2,0,0,1,9,7,0,0,0,0,2,1,3,0,1,0,0,0,0,0,9,1,1,0,3,0,3,0,9,2,0,1,0,2,3,4,3,2,0,3,0,34,0,0,0,0,3,0,0,1,0,0,0,1,3,0,0,6,1,1,18,6,1,2,0,10,12,0,1,0,34,13,1,10,1,0,2,1,6,0,14,22,1,0,0,0,2,0,1,1,1,1,0,1,0,0,0,8,0,0,0,0,2,0,0,0,0,2,1,5,2,0,1,10,0,4,2,1,4,0,1,5,1,0,11,0,0,0,0,24,5,4,0,10,5,0,1,0,0,1,0,0,0,5,0,7,0,0,0,0,1,0,0,0,0
Family M,609,941,0,7,1,0,1,0,0,0,10,0,0,1,0,59,9,0,5,2,2,0,0,0,0,0,0,0,17,9,0,2,0,2,3,2,4,1,9,0,0,0,4,0,5,9,3,0,15,2,2,0,17,3,0,0,0,4,5,2,7,13,0,3,0,81,0,0,1,0,5,1,0,1,3,2,0,2,0,2,1,16,4,0,43,9,0,3,0,21,12,3,0,0,44,27,19,23,2,1,0,2,7,1,36,41,0,0,0,2,2,0,9,1,0,0,1,3,1,2,2,8,0,1,1,1,2,0,0,0,3,1,4,10,5,2,2,6,1,4,2,0,4,1,1,26,2,0,22,0,0,0,0,27,5,9,1,21,10,1,0,2,0,0,2,0,2,14,0,36,0,1,0,0,1,0,0,0,0
DUI <10,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUI 10-12,611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUI 13-14,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUI 15,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUI 16,614,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUI 17,615,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DUI 18,616,86,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,0,0,1,2,0,1,0,0,4,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,2,3,2,0,0,1,1,0,0,3,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,4,0,0,2,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
DUI 19,617,148,0,0,0,0,0,1,1,0,1,0,0,0,0,2,1,0,3,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,3,1,0,1,0,0,0,0,1,0,1,1,0,6,0,1,1,0,2,0,1,0,1,1,0,0,2,7,1,3,0,0,3,0,2,1,0,5,1,3,0,1,3,2,0,0,1,1,0,1,0,1,3,2,0,0,0,0,2,2,0,0,0,2,0,1,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2,0,0,0,0,1,1,1,0,2,0,3,0,0,1,2,0,0,4,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,5,0,0,0,0
DUI 20,618,154,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,5,0,0,0,1,1,1,0,1,0,3,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,2,0,2,0,2,3,2,0,0,0,0,0,6,0,0,1,0,1,1,0,1,0,1,0,1,4,12,0,4,0,0,3,0,1,2,0,1,4,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,1,0,2,1,2,0,0,0,1,3,1,0,0,0,3,1,0,0,3,0,3,0,0,1,3,1,0,4,1,0,2,0,1,1,0,5,0,1,0,0,1,0,0,0,1,0,0,0,0
DUI 21,619,297,0,1,0,0,0,1,1,1,1,0,0,0,1,3,1,0,5,2,2,1,0,0,2,0,0,0,2,1,0,0,0,1,2,2,1,0,2,2,1,0,0,0,1,0,3,0,1,0,3,0,8,5,0,2,0,2,2,0,3,0,0,1,0,13,0,0,2,0,3,0,2,3,0,1,0,1,5,20,2,1,0,1,2,0,2,4,0,3,5,1,0,0,2,2,0,1,2,0,2,0,2,0,8,5,1,1,1,0,0,5,1,0,0,1,0,3,0,1,2,2,0,0,0,0,5,0,1,0,3,0,3,1,1,0,3,1,0,3,1,0,0,1,4,7,2,0,7,0,3,0,1,4,0,1,1,2,0,0,1,0,2,0,1,8,1,2,1,0,0,0,0,0,11,0,0,0,0
DUI 22,620,308,0,1,3,0,0,0,1,0,4,1,3,0,0,1,2,0,8,2,1,1,1,0,1,0,0,0,4,2,1,0,1,1,0,3,0,0,3,0,0,0,2,2,0,0,4,0,3,1,8,0,7,4,0,5,1,1,2,0,2,0,0,0,0,5,0,0,0,1,0,0,0,1,1,0,0,1,9,9,1,1,0,0,1,2,2,3,0,2,4,1,1,0,6,3,0,4,3,0,2,0,0,0,14,1,0,3,1,0,1,2,2,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,1,0,2,0,4,3,1,0,1,1,0,2,3,1,0,1,1,1,1,0,7,0,7,0,0,3,2,3,0,7,0,0,0,0,3,1,0,3,0,1,4,0,0,2,0,0,14,0,0,0,0
DUI 23,621,339,0,4,1,0,0,2,1,1,2,0,2,2,0,0,0,0,5,4,1,0,0,0,8,0,2,0,7,1,1,0,0,0,1,2,1,0,1,0,0,0,1,0,1,0,0,0,1,1,2,0,4,12,1,2,0,3,2,1,2,0,0,1,0,14,0,0,0,0,1,1,0,2,0,1,0,2,10,6,1,2,0,0,6,3,2,2,0,10,10,1,2,0,4,6,0,0,3,0,3,0,2,0,4,7,1,4,3,0,0,1,0,0,1,1,0,2,0,0,2,5,0,0,3,1,1,0,1,1,8,0,1,1,0,0,2,4,0,2,0,0,2,0,3,4,3,0,6,0,5,0,0,8,2,0,1,11,0,1,1,0,1,3,0,1,2,0,4,0,0,1,0,0,3,0,0,0,0
DUI 24,622,330,0,0,0,0,0,0,3,1,2,0,3,3,0,2,0,0,3,4,0,2,0,0,6,0,2,0,5,3,0,0,0,1,0,4,1,1,2,0,0,0,0,1,1,1,0,0,0,0,4,0,6,3,0,4,0,1,2,0,2,1,1,0,0,6,0,0,0,0,0,0,1,0,1,0,0,4,9,2,1,3,0,0,7,4,1,5,0,3,5,0,1,0,6,5,0,1,3,0,2,0,0,0,4,2,1,3,1,1,0,4,2,0,0,0,0,0,1,0,2,2,0,0,0,0,2,0,3,0,3,3,5,2,2,0,1,3,0,4,4,0,3,1,3,6,2,0,5,0,5,0,0,7,2,1,1,12,1,0,2,0,2,2,0,2,1,2,5,0,0,0,1,0,2,0,0,0,0
DUI 25-29,623,1460,1,2,2,0,0,3,6,0,8,0,5,2,3,7,5,0,28,10,2,4,0,2,15,0,4,2,11,13,0,2,0,0,2,14,5,0,6,1,0,0,6,5,3,6,2,0,9,5,15,0,17,30,0,12,0,7,15,4,9,4,2,6,2,46,0,5,1,0,15,0,4,7,1,4,0,7,20,23,10,12,0,1,26,13,4,19,2,30,27,0,2,2,28,11,0,7,8,0,10,7,3,6,20,31,4,14,13,1,9,11,4,4,0,8,1,13,1,2,3,14,0,1,0,0,5,0,5,0,7,1,14,16,4,1,7,17,1,11,5,4,3,3,8,12,2,0,28,1,19,0,3,22,13,7,4,46,1,1,4,4,6,7,2,14,3,6,18,1,0,5,1,0,2,0,0,0,0
DUI 30-34,624,1283,1,1,1,1,1,3,8,2,9,0,11,2,1,6,8,1,27,8,3,3,1,0,14,0,6,0,5,5,0,2,0,0,1,20,8,1,5,1,0,0,1,3,6,6,2,0,8,0,21,1,16,15,3,9,1,1,13,4,9,2,2,1,1,62,1,2,2,0,7,0,2,4,2,4,0,7,33,10,12,15,0,2,14,12,6,19,0,33,40,1,0,2,29,7,0,10,5,0,3,4,6,2,16,20,3,15,4,1,6,14,7,1,2,4,1,5,3,0,1,5,1,1,1,1,6,0,5,1,10,3,8,11,11,1,2,22,3,8,2,1,4,4,5,12,7,0,24,1,14,1,0,31,8,6,4,29,4,0,4,1,3,4,1,10,2,1,2,0,0,3,1,0,0,0,2,1,0
DUI 35-39,625,888,0,6,0,2,0,3,4,1,4,0,1,0,1,4,4,0,9,5,2,1,0,0,2,0,9,0,7,8,0,0,1,1,1,17,2,1,6,0,0,1,5,2,5,2,3,0,8,5,18,2,17,4,2,9,0,3,12,7,12,2,1,5,1,28,0,3,3,0,11,0,1,1,1,3,0,5,19,5,7,8,1,0,10,7,2,11,1,8,19,1,0,0,13,6,0,3,3,0,1,0,4,1,22,13,2,8,4,1,5,6,3,0,0,1,1,6,2,0,4,8,0,2,1,2,3,1,2,0,4,2,3,10,2,0,3,15,0,7,6,3,3,2,12,16,6,1,19,0,10,0,1,15,16,1,5,23,4,0,4,0,6,6,0,6,3,4,5,1,1,1,2,0,1,1,1,0,0
DUI 40-44,626,827,0,2,0,1,0,1,3,1,4,1,7,0,0,7,5,0,8,1,2,0,0,1,6,1,6,1,9,3,0,1,0,0,5,8,6,1,3,3,0,0,2,0,1,2,1,1,4,4,16,0,15,11,0,9,1,2,13,4,3,4,3,3,0,41,0,3,2,0,4,0,1,5,1,0,0,4,12,12,7,19,0,2,10,3,1,11,0,18,14,0,0,1,15,8,0,4,4,0,2,1,2,0,17,23,1,13,6,0,2,5,4,0,1,7,1,2,1,1,3,5,0,1,0,0,2,1,4,1,5,1,4,12,5,2,7,8,0,5,4,3,1,3,5,13,6,0,20,0,8,0,1,7,6,4,3,13,2,0,2,0,0,8,1,8,4,1,4,1,3,2,0,0,1,1,1,0,0
DUI 45-49,627,805,1,4,0,1,3,1,3,1,7,0,5,1,1,5,2,0,12,5,3,3,0,2,3,1,3,0,4,8,0,1,0,0,6,2,3,3,3,1,0,1,2,3,2,3,4,0,8,4,9,0,13,11,2,13,2,4,8,4,3,2,3,1,1,30,0,3,5,0,7,2,4,0,1,2,0,5,15,13,3,8,1,1,12,5,4,18,0,15,17,1,0,1,15,11,0,7,4,0,6,3,1,1,15,12,7,6,3,3,2,6,4,1,0,6,0,4,2,3,2,2,0,0,2,0,5,0,4,0,5,3,8,10,4,0,5,10,4,2,8,1,1,1,6,14,5,0,11,1,14,0,1,9,11,3,3,18,6,0,4,0,0,5,0,6,2,2,5,2,1,1,2,0,0,0,0,0,0
DUI 50-54,628,859,1,5,0,3,2,5,3,1,6,1,7,2,1,8,3,0,14,2,4,1,0,0,5,1,3,0,11,13,0,0,0,0,2,6,3,3,6,1,0,1,1,0,3,4,6,1,9,4,18,0,9,10,0,11,1,3,8,5,4,1,3,2,2,39,0,1,2,0,4,0,5,4,0,3,0,6,10,8,7,9,0,4,11,10,8,10,0,19,24,2,2,1,9,8,1,10,8,1,4,0,6,5,18,15,3,11,3,0,5,10,4,0,1,4,0,8,2,3,8,4,0,1,1,0,7,0,4,0,8,1,7,10,3,0,6,11,0,5,3,3,6,3,4,7,4,1,14,3,13,0,0,4,5,7,3,9,2,0,5,1,1,4,3,6,0,1,4,3,1,1,1,0,0,0,2,0,0
DUI 55-59,629,576,0,1,1,0,1,1,0,0,1,1,3,1,0,5,4,0,7,3,2,0,0,1,7,1,6,0,6,2,0,0,0,0,1,3,1,1,3,0,0,1,2,3,6,1,3,0,8,1,9,1,13,9,0,3,0,1,9,3,7,3,3,2,0,35,1,0,0,1,4,0,2,4,2,1,0,4,8,5,3,5,0,1,13,8,5,4,1,12,11,1,0,0,8,11,0,6,3,1,5,1,4,1,13,7,1,10,1,1,3,0,3,0,0,0,1,3,1,0,4,1,0,0,2,0,3,0,7,0,3,1,6,5,4,0,3,5,1,3,1,3,3,0,4,8,4,0,8,0,15,0,0,2,10,1,2,7,4,0,4,0,1,3,2,4,1,3,4,0,0,1,1,0,0,0,1,0,0
DUI 60-64,630,286,0,1,0,0,0,0,4,0,0,0,1,0,1,3,3,0,7,0,1,0,0,0,2,0,3,1,1,5,0,1,0,0,3,0,1,1,5,0,0,0,0,0,2,2,4,1,3,1,0,0,2,3,1,5,1,2,3,6,1,1,0,0,1,16,0,0,1,0,5,0,1,1,1,1,0,1,5,2,0,6,0,2,2,2,3,1,1,4,1,1,1,1,5,1,0,3,5,0,6,1,0,0,4,4,1,1,0,1,2,3,0,0,0,0,0,1,1,0,4,1,0,0,0,0,1,1,1,1,0,1,2,4,1,0,3,5,0,1,1,0,1,1,0,4,2,0,7,0,3,0,0,4,3,2,2,5,1,0,1,0,0,1,0,1,0,3,2,1,1,1,0,0,0,0,3,0,0
DUI 65+,631,242,0,0,0,1,0,0,1,0,1,0,3,0,0,1,2,0,3,2,0,1,0,0,2,0,3,0,1,2,0,0,0,0,0,4,1,0,0,1,0,0,0,0,2,3,0,0,2,0,3,1,4,3,2,5,0,2,3,1,2,2,2,1,0,15,0,1,3,1,6,0,0,1,3,0,2,3,3,1,1,3,0,0,1,3,2,4,0,2,6,1,0,0,2,1,0,0,1,0,1,0,1,1,3,5,2,3,1,0,1,3,0,0,0,0,0,1,0,0,1,1,0,3,0,0,0,0,2,0,0,2,0,4,3,0,0,4,0,2,1,0,0,1,0,8,0,1,3,0,6,0,0,1,3,0,1,6,0,2,1,1,0,2,2,0,1,0,1,0,1,3,0,0,0,0,2,0,0
DUI Asian,632,94,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,1,0,0,9,0,1,0,0,2,0,0,0,1,0,0,0,3,4,2,0,0,0,0,0,1,1,0,1,2,0,0,0,1,2,0,0,1,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0
DUI Black,633,916,0,2,0,0,0,1,0,1,1,0,28,2,0,2,9,0,11,1,1,0,0,0,5,0,3,0,2,4,0,0,0,0,2,3,1,0,0,0,0,0,0,0,18,2,1,0,6,0,14,0,5,5,0,2,0,3,4,1,10,2,2,6,0,125,0,0,0,0,3,0,2,7,2,0,0,4,23,5,8,5,0,2,22,5,1,10,0,12,28,0,0,0,47,4,0,4,0,0,2,0,4,4,17,23,0,2,4,0,1,6,1,0,0,3,1,0,0,1,2,4,0,0,0,0,1,0,2,0,0,0,9,3,1,0,0,9,0,3,4,1,1,0,4,6,3,1,14,0,5,0,0,32,13,0,2,22,3,0,2,1,1,2,0,2,0,9,5,0,1,2,0,0,1,0,1,0,0
DUI Indian,634,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUI White,635,7731,4,26,7,9,6,18,38,7,51,4,24,13,9,50,27,1,128,47,21,17,3,7,65,4,48,3,78,65,2,6,3,4,23,86,33,14,45,10,2,4,23,20,14,28,31,3,59,31,120,5,130,112,10,95,7,31,86,41,51,20,18,17,8,230,2,18,24,4,65,4,24,24,12,22,2,48,140,122,48,94,2,12,99,67,43,101,5,143,159,14,10,9,99,76,1,54,53,3,45,16,27,14,136,121,28,92,41,9,37,69,33,5,5,30,4,49,14,12,42,50,1,9,10,4,40,3,39,4,59,18,56,89,41,4,45,96,10,58,35,18,25,21,52,108,41,2,150,4,124,0,7,87,69,34,27,169,23,4,34,6,26,46,14,72,20,18,55,8,8,18,9,0,38,1,10,1,0
DUI Unknown Race,636,155,0,0,1,0,0,2,1,0,0,0,0,0,0,2,0,0,4,0,1,1,0,0,3,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,6,1,0,0,1,2,0,0,4,0,12,0,0,0,0,0,0,0,0,1,0,1,2,0,0,8,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,2,1,1,0,0,3,4,1,0,0,0,0,0,0,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
DUI F,637,2318,3,7,2,4,0,8,10,3,13,1,11,2,3,21,10,0,31,16,6,10,0,3,16,1,13,0,35,20,0,2,1,3,11,17,6,8,17,5,0,1,5,8,6,7,7,1,13,10,47,1,35,40,3,32,2,14,30,5,10,9,8,6,3,55,1,6,10,2,18,0,5,9,1,9,0,17,55,38,16,30,0,3,41,19,11,31,2,44,38,4,2,3,26,21,0,13,13,0,12,5,8,4,41,31,10,25,11,2,14,19,6,2,1,8,1,12,4,3,9,17,0,0,3,1,6,0,9,2,21,5,21,30,13,1,11,16,2,22,8,7,7,8,13,47,9,2,45,2,37,0,1,30,31,7,9,68,3,3,15,1,5,14,5,17,3,6,15,4,1,4,4,0,8,0,4,0,0
