Arrestee,STAT INDEX,Andover,Ansonia,Ashford,Avon,Barkhamsted,Beacon Falls,Berlin,Bethany,Bethel,Bethlehem,Bloomfield,Bolton,Bozrah,Branford,Bridgeport,Bridgewater,Bristol,Brookfield,Brooklyn,Burlington,Canaan,Canterbury,Canton,Chaplin,Cheshire,Chester,Clinton,Colchester,Colebrook,Columbia,Cornwall,Coventry,Cromwell,Danbury,Darien,Deep River,Derby,Durham,Eastford,East Granby,East Haddam,East Hampton,East Hartford,East Haven,East Lyme,Easton,East Windsor,Ellington,Enfield,Essex,Fairfield,Farmington,Franklin,Glastonbury,Goshen,Granby,Greenwich,Griswold,Groton City,Guilford,Haddam,Hamden,Hampton,Hartford,Hartland,Harwinton,Hebron,Kent,Killingly,Killingworth,Lebanon,Ledyard,Lisbon,Litchfield,Lyme,Madison,Manchester,Mansfield,Marlborough,Meriden,Middlebury,Middlefield,Middletown,Milford,Monroe,Montville,Morris,Naugatuck,New Britain,New Canaan,New Fairfield,New Hartford,New Haven,Newington,New London,New Milford,Newtown,Norfolk,North Branford,North Canaan,North Haven,North Stonington,Norwalk,Norwich,Old Lyme,Old Saybrook,Orange,Oxford,Plainfield,Plainville,Plymouth,Pomfret,Portland,Preston,Prospect,Putnam Municipal,Putnam,Redding,Ridgefield,Rocky Hill,Roxbury,Salem,Salisbury,Scotland,Seymour,Sharon,Shelton,Sherman,Simsbury,Somers,Southbury,Southington,South Windsor,Sprague,Stafford,Stamford,Sterling,Stonington,Stratford,Suffield,Thomaston,Thompson,Tolland,Torrington,Trumbull,Union,Vernon,Voluntown,Wallingford,Warren,Washington,Waterbury,Waterford,Watertown,Westbrook,West Hartford,West Haven,Weston,Westport,Wethersfield,Willington,Wilton,Winchester,Willimantic,Windham,Windsor,Windsor Locks,Wolcott,Woodbridge,Woodbury,Woodstock,Yale University,UConn - Storrs,Foxwoods Casino,Mohegan Sun Casino,MTA,C.C.S.U.,E.C.S.U.,UConn Health Ctr,W.C.S.U.,S.C.S.U.,State Capitol,Groton Town,Groton Long Pt.,State Police Misc.*,Mashantucket Tribal PD,Mohegan Tribal PD,Fairfield County,Hartford County,Litchfield County,Middlesex County,New Haven County,New London County,Tolland County,Windham County,New York,Urban,NonUrban,CSP Total,NIBRS Data,Summary UCR Data
Larceny 24,187,0,2,0,1,0,0,1,0,3,0,1,0,0,11,4,0,17,0,1,0,0,0,0,1,1,0,3,3,0,0,0,0,6,13,1,0,2,0,0,0,0,0,4,1,0,0,5,0,11,0,6,7,0,5,0,1,4,0,1,0,0,5,0,38,0,0,0,0,2,1,0,1,1,0,0,0,30,3,0,15,0,0,4,25,1,1,0,4,9,4,0,0,13,10,2,5,0,0,0,2,8,0,3,8,1,2,5,0,1,7,1,0,1,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1,5,7,2,0,2,5,1,0,6,1,0,0,2,11,16,0,5,0,6,0,0,23,9,2,0,7,1,0,3,5,0,1,1,0,1,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,7,70,180,23,18,130,40,13,8,0,83,399,33,286,196
Larceny 25-29,188,0,11,1,4,1,0,8,0,9,0,6,1,0,39,19,0,40,8,11,2,0,0,3,1,10,0,11,3,0,0,0,0,28,42,5,1,15,1,0,0,3,2,12,13,7,0,20,1,52,1,30,41,1,9,0,4,7,0,1,6,4,29,0,183,0,0,0,0,14,2,1,2,17,2,0,4,100,7,0,42,2,1,12,86,4,4,0,36,34,2,0,0,66,51,8,15,7,0,3,6,24,2,53,31,0,8,21,4,6,22,3,0,2,1,1,0,11,0,1,24,0,0,0,0,8,0,16,0,5,2,7,35,7,1,3,31,1,7,31,2,0,2,4,34,47,1,15,0,21,0,0,90,64,15,0,35,29,0,11,18,2,2,4,10,4,11,5,16,2,0,1,1,0,1,1,1,0,0,0,0,0,0,10,0,7,6,14,326,733,80,83,586,182,36,62,0,389,1699,151,1311,777
Larceny 30-34,189,0,6,0,5,1,0,8,0,3,0,7,0,0,29,25,1,30,2,5,0,0,0,3,1,2,0,7,2,0,0,0,0,11,24,1,0,11,0,0,0,0,3,10,13,2,0,13,3,19,0,32,34,0,11,1,3,2,4,0,4,3,29,0,158,0,0,1,0,16,0,0,4,10,2,1,2,64,7,0,36,1,0,14,58,8,2,0,25,48,2,0,1,60,26,13,10,3,0,5,0,12,1,36,22,1,9,18,2,2,14,4,0,3,1,1,1,6,1,2,20,0,1,0,0,1,0,10,0,2,0,1,20,9,0,4,22,0,4,20,2,4,0,2,26,37,1,7,0,22,0,0,88,47,18,0,55,16,0,11,11,2,1,3,8,2,13,2,10,0,2,1,2,0,1,1,0,1,0,0,0,0,0,6,0,5,4,10,242,588,73,55,454,137,27,42,0,353,1265,102,1009,609
Larceny 35-39,190,0,1,0,3,1,0,9,0,2,0,8,0,1,21,21,0,22,4,8,0,0,0,0,0,5,0,6,0,0,0,0,1,6,25,1,0,8,1,0,0,0,1,11,12,0,0,4,0,33,0,18,27,1,6,0,2,3,0,1,6,0,21,0,141,0,0,0,0,6,1,1,3,7,0,0,0,53,3,0,24,0,0,18,37,2,2,0,25,42,4,0,0,46,26,7,4,0,0,2,1,13,0,28,12,0,2,12,0,1,16,2,0,4,1,0,1,3,0,4,13,0,0,0,0,3,0,8,0,3,0,2,20,6,0,2,20,0,3,28,0,0,1,1,10,24,0,9,0,12,0,0,49,37,2,0,42,11,0,5,17,0,0,3,6,3,17,0,3,1,6,0,1,1,0,0,1,0,1,0,0,0,0,6,0,10,3,10,198,521,29,49,315,95,17,30,0,277,977,65,753,501
Larceny 40-44,191,0,3,0,3,0,0,6,0,2,0,11,0,0,18,15,1,19,4,1,0,0,0,1,0,5,0,2,1,0,1,0,1,4,18,0,0,4,0,1,1,0,0,11,16,1,0,5,0,18,3,18,11,0,8,0,1,3,3,1,6,0,17,0,72,0,1,0,0,4,0,0,1,5,0,0,2,38,5,2,32,0,0,12,35,0,0,0,7,22,1,0,0,47,9,3,5,0,0,2,0,7,0,26,13,1,5,10,0,1,7,1,0,5,0,3,0,4,0,3,18,0,0,0,0,0,0,4,0,1,0,2,15,3,0,2,17,0,3,23,0,0,0,3,10,15,0,9,0,9,0,1,54,24,6,1,21,7,0,5,7,0,0,1,7,3,8,0,6,0,0,0,2,0,1,0,1,0,0,0,0,0,0,4,0,4,1,8,155,318,26,36,294,70,21,21,0,205,736,56,583,358
Larceny 45-49,192,0,8,0,1,0,1,5,0,1,0,12,1,0,24,14,0,24,5,0,0,0,0,2,0,1,0,5,0,0,0,0,2,9,22,1,0,8,0,0,0,0,3,7,14,3,0,5,0,8,0,22,17,0,4,0,2,3,0,0,1,2,12,0,118,0,1,0,1,2,0,0,1,1,1,0,0,37,2,0,22,0,0,16,35,1,1,0,5,13,1,1,2,42,31,9,8,1,0,0,1,4,0,19,12,0,6,11,1,1,9,1,0,0,1,0,0,7,0,5,5,0,0,1,0,4,0,6,1,0,0,0,18,4,0,0,32,0,3,11,0,0,0,0,17,7,0,11,0,12,0,2,52,24,5,0,32,12,1,1,11,1,0,0,3,2,10,1,8,0,2,1,0,3,1,0,1,0,0,0,0,0,0,3,0,3,2,11,156,376,42,44,277,72,20,16,0,258,745,44,626,377
Larceny 50-54,193,0,9,0,1,0,1,5,1,1,0,17,0,0,17,10,0,12,2,0,0,0,0,0,0,1,0,2,0,0,0,1,0,11,9,1,0,5,1,0,0,0,1,11,11,1,0,5,0,3,0,16,14,0,7,0,2,5,1,2,3,0,15,0,68,0,0,0,0,0,0,0,1,1,1,0,2,27,3,0,12,2,0,8,27,0,1,0,8,16,0,0,0,41,13,9,3,0,0,4,0,3,0,30,8,0,10,12,0,4,5,1,0,0,2,0,0,1,0,3,10,0,0,1,0,1,0,4,0,4,0,1,12,2,0,2,21,0,5,16,0,0,1,0,11,11,0,2,0,9,0,1,40,17,4,0,21,16,0,5,10,2,4,2,0,2,5,1,1,0,0,1,2,0,1,0,0,0,0,1,0,0,0,2,0,0,3,10,138,272,25,33,244,64,9,9,0,180,614,28,535,259
Larceny 55-59,194,0,4,0,2,0,0,2,0,1,0,2,0,0,3,6,0,4,2,2,0,0,0,3,1,4,0,1,0,0,0,0,0,5,11,1,0,8,0,0,0,0,0,1,3,3,0,1,0,9,1,8,10,0,10,0,1,2,0,0,1,0,8,0,39,0,0,0,0,0,0,0,0,2,0,0,1,8,0,0,8,0,0,5,10,0,4,0,4,3,0,0,0,14,7,5,5,2,0,0,0,4,0,21,4,1,2,4,0,0,1,1,0,0,0,0,1,0,1,4,3,0,0,0,0,2,0,2,0,0,0,4,5,4,0,0,13,0,1,8,0,1,0,1,6,1,0,3,0,5,0,0,19,4,4,0,13,12,0,2,4,0,1,2,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,14,86,135,19,17,118,40,4,7,0,91,335,23,288,138
MVTheft 13-14,206,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,1,10,0,0,0,0,9,13,0,10,12
Larceny 60-64,195,0,0,0,1,0,0,1,0,0,0,1,0,0,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,2,0,0,0,0,0,3,4,0,0,0,1,0,0,1,1,0,10,0,0,3,0,0,0,0,4,0,13,0,0,0,0,1,0,0,3,1,0,0,0,6,0,1,3,0,0,2,9,0,0,1,4,2,0,0,0,15,1,1,3,0,0,1,0,0,0,5,5,0,1,1,0,0,2,0,0,1,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,0,1,0,0,1,1,0,1,0,2,0,0,13,3,1,0,7,2,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,1,1,5,29,61,8,9,64,22,2,2,0,47,150,11,126,71
Larceny 65+,196,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,5,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,4,2,0,2,0,0,3,0,0,0,0,4,0,1,0,0,0,0,2,0,0,0,2,0,0,1,3,0,0,4,0,0,2,9,0,0,0,2,3,2,0,0,4,2,2,0,0,0,0,0,0,0,10,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,2,0,0,0,0,0,1,5,0,0,0,2,0,0,2,1,0,0,6,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,14,37,26,1,8,35,29,0,4,0,13,127,8,95,45
Larceny Black,198,0,19,0,13,0,1,11,0,6,0,53,0,0,24,71,0,12,3,4,0,0,0,3,0,11,0,18,0,0,0,1,0,27,59,6,0,18,1,0,0,0,0,46,22,2,0,13,1,34,0,57,106,0,14,0,0,19,1,4,3,3,98,0,431,0,0,0,0,3,0,0,1,4,1,0,1,193,8,1,70,0,1,31,234,3,1,0,27,47,7,2,1,194,44,26,14,5,0,0,1,27,0,74,30,0,8,49,0,1,18,1,0,2,2,3,0,1,1,0,22,0,0,1,0,2,0,11,0,2,0,5,28,27,0,0,149,0,2,72,0,2,0,0,14,146,0,20,0,23,0,0,155,58,9,1,124,49,0,14,38,0,3,1,5,2,33,0,8,0,0,0,8,10,1,1,1,0,0,1,0,2,0,7,0,20,6,37,709,1314,46,112,1053,183,39,16,0,1000,2472,75,2034,1438
Larceny Indian,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,10,0,1,7,3,1,0,0,2,28,2,23,7
Larceny White,200,0,46,1,34,4,2,53,1,26,0,28,2,1,190,81,2,205,28,35,2,1,0,17,4,28,0,28,13,0,3,0,8,88,295,9,2,62,2,1,2,5,13,54,70,20,0,63,6,166,5,137,153,2,82,2,23,32,8,13,26,8,97,0,707,0,2,1,1,56,3,2,13,53,10,1,10,385,45,3,199,5,0,82,333,18,19,1,134,208,10,2,6,268,175,61,86,18,0,17,11,58,5,203,127,6,48,68,7,16,92,20,0,28,4,6,9,37,5,27,105,1,1,3,1,21,1,46,1,20,6,18,147,29,1,18,136,3,35,146,7,6,13,18,143,196,2,63,1,107,0,4,416,246,52,1,215,87,1,40,72,7,10,26,43,21,61,13,40,4,11,6,8,16,4,2,6,2,1,0,0,1,0,50,0,21,17,69,1473,3123,393,334,2329,774,195,247,0,1608,7260,593,5684,3184
Larceny Unknown Race,201,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,3,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,2,12,0,0,0,0,0,1,0,0,0,8,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,1,0,19,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,4,0,0,2,0,0,0,1,4,11,0,1,0,2,0,0,0,6,2,0,3,0,0,1,0,0,0,1,2,0,0,0,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,50,19,8,10,39,15,8,7,0,4,152,27,156,0
Larceny F,202,0,22,0,20,2,0,23,1,6,0,15,1,0,107,49,0,99,16,19,1,1,0,17,3,11,0,19,3,0,1,0,5,71,211,5,0,27,2,0,0,2,6,31,43,11,0,41,0,77,0,73,176,1,28,0,3,23,0,2,10,1,96,0,334,0,1,0,0,26,1,2,8,29,3,1,5,332,30,1,110,0,0,44,313,4,14,0,47,78,6,1,2,144,94,20,59,6,0,5,4,37,1,141,58,2,18,61,0,4,41,8,0,10,1,2,2,20,4,17,64,0,1,1,0,6,0,15,1,4,2,10,82,20,1,2,103,1,13,66,1,0,1,6,61,223,1,29,1,53,0,0,182,148,17,1,137,52,0,19,27,1,4,9,14,8,38,3,17,2,4,2,2,12,3,0,1,0,0,1,0,2,0,33,0,15,8,44,994,1788,172,190,1367,405,90,100,0,812,4294,260,3282,1824
Larceny M,203,0,43,1,28,2,3,42,0,27,0,67,1,1,111,106,2,126,16,23,1,0,0,5,1,28,0,31,11,0,2,1,3,49,167,10,2,53,1,1,3,3,7,71,57,13,0,37,7,126,5,126,99,1,69,2,20,29,9,17,20,10,101,0,817,0,1,1,1,35,3,0,10,31,8,0,7,257,27,3,159,5,1,74,257,17,6,1,118,181,13,3,5,320,127,68,42,17,0,13,8,49,4,162,100,4,38,63,7,13,70,14,0,20,5,7,7,20,2,10,66,1,0,3,1,17,1,42,0,19,4,16,100,36,0,18,189,2,24,154,6,8,12,13,100,134,1,56,0,79,0,4,393,163,46,1,214,87,1,36,83,6,9,20,36,15,56,10,42,2,7,4,14,21,3,3,6,2,2,0,0,1,0,26,0,29,19,75,1276,2741,277,274,2072,593,160,173,0,1825,5741,441,4704,2862
MVTheft <10,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MVTheft 15,207,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,2,1,6,0,2,0,0,13,23,1,20,16
MVTheft 16,208,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,21,9,2,3,13,0,3,4,0,20,35,8,30,25
MVTheft 17,209,1,0,0,0,0,0,2,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,8,1,1,0,5,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,17,20,3,1,12,3,3,1,0,20,40,3,34,26
MVTheft 18,210,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,26,1,2,8,3,1,0,0,17,39,2,31,25
MVTheft 19,211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,2,0,6,1,1,2,0,22,18,3,17,23
MVTheft 20,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,9,14,3,2,8,3,0,3,0,10,32,6,29,13
MVTheft 21,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,6,2,1,4,0,1,1,0,8,12,3,10,10
MVTheft 22,214,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,8,1,1,3,1,0,0,0,2,13,1,12,3
MVTheft 23,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,1,4,0,0,1,0,6,6,3,5,7
MVTheft 24,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,1,1,0,0,0,0,5,9,0,5,9
MVTheft Indian,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,2
MVTheft 25-29,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,4,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,10,24,3,10,14,4,2,2,0,18,51,12,43,26
MVTheft 30-34,218,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,23,12,3,6,9,4,2,2,0,29,32,9,29,32
