Year,Town_Code,town,2010_Census_Units,Government_Assisted,Tenant_Rental_Assistance,_Single_Family_CHFA/_USDA_Mortgages,Deed_Restricted_Units,Total_Assisted_Units,Percent_Affordable,AgAsslt,AllOthr,Arson,Burgl,Curfew,DUI,Disord,DrugTot,Embezzl,Family,Forgery,Fraud,Gamble,Larceny,Liquor,MVTheft,Murder,NgMansl,Prostit,Rape,Robbery,Runaway,SexOff,SmAsslt,StlProp,Vagrncy,Vandal,Weapons,violent_crime,non_violent_crime
2016,138,Stratford,21091,524.0,421,281,33,1259,5.97,18.0,583.0,2.0,31.0,0.0,64.0,184.0,141.0,2.0,32.0,9.0,8.0,0.0,197.0,0.0,16.0,3.0,0.0,6.0,3.0,28.0,0.0,5.0,188.0,16.0,0.0,23.0,25.0,199.0,1566.0
2016,139,Suffield,5469,212.0,2,47,15,276,5.05,1.0,32.0,0.0,2.0,0.0,38.0,4.0,5.0,0.0,6.0,1.0,1.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,0.0,2.0,0.0,28.0,136.0
2016,140,Thomaston,3276,104.0,6,76,0,186,5.68,5.0,75.0,1.0,5.0,0.0,28.0,2.0,9.0,0.0,11.0,1.0,3.0,0.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,36.0,0.0,0.0,4.0,2.0,36.0,195.0
2016,141,Thompson,4171,151.0,16,79,0,246,5.9,2.0,8.0,0.0,1.0,0.0,23.0,11.0,6.0,0.0,6.0,0.0,0.0,7.0,6.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,19.0,0.0,0.0,2.0,0.0,20.0,94.0
2016,142,Tolland,5451,89.0,3,66,3,161,2.95,1.0,53.0,1.0,13.0,0.0,53.0,17.0,16.0,0.0,7.0,0.0,2.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,10.0,0.0,0.0,3.0,2.0,13.0,190.0
2016,143,Torrington,16761,908.0,390,495,17,1810,10.8,25.0,93.0,0.0,39.0,0.0,110.0,166.0,198.0,1.0,4.0,3.0,9.0,0.0,159.0,2.0,7.0,1.0,0.0,0.0,1.0,12.0,0.0,6.0,448.0,0.0,0.0,16.0,14.0,456.0,1289.0
2016,144,Trumbull,13157,315.0,15,58,210,598,4.55,5.0,126.0,0.0,5.0,0.0,42.0,28.0,42.0,0.0,3.0,1.0,26.0,0.0,335.0,5.0,14.0,0.0,0.0,0.0,3.0,22.0,0.0,2.0,86.0,0.0,0.0,6.0,7.0,91.0,753.0
2016,145,Union,388,0.0,0,4,0,4,1.03,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
2016,146,Vernon,13896,1440.0,399,329,12,2180,15.69,6.0,292.0,0.0,23.0,0.0,194.0,200.0,97.0,2.0,28.0,2.0,2.0,0.0,79.0,2.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,61.0,0.0,0.0,7.0,3.0,63.0,1011.0
2016,147,Voluntown,1127,20.0,3,26,0,49,4.35,2.0,2.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,16.0
2016,148,Wallingford,18945,354.0,116,253,35,758,4.0,11.0,157.0,0.0,19.0,0.0,153.0,44.0,108.0,0.0,0.0,18.0,9.0,0.0,236.0,18.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,97.0,5.0,0.0,22.0,16.0,98.0,912.0
2016,149,Warren,811,0.0,0,1,0,1,0.12,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0
2016,150,Washington,2124,14.0,5,10,23,52,2.45,0.0,4.0,0.0,2.0,0.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,25.0
2016,151,Waterbury,47991,5257.0,2969,1800,172,10198,21.25,98.0,1977.0,3.0,94.0,0.0,76.0,1390.0,581.0,2.0,137.0,5.0,7.0,0.0,470.0,6.0,94.0,6.0,2.0,23.0,9.0,75.0,0.0,27.0,841.0,49.0,0.0,266.0,137.0,885.0,6277.0
2016,152,Waterford,8634,123.0,20,219,0,362,4.19,19.0,505.0,1.0,11.0,0.0,103.0,15.0,99.0,0.0,5.0,5.0,15.0,0.0,368.0,2.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,112.0,7.0,0.0,16.0,8.0,113.0,1289.0
2016,153,Watertown,9096,205.0,23,159,0,387,4.25,15.0,111.0,0.0,16.0,0.0,39.0,11.0,47.0,4.0,5.0,1.0,7.0,0.0,72.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,126.0,2.0,0.0,8.0,12.0,130.0,467.0
2016,155,West Hartford,26396,587.0,786,287,268,1928,7.3,2.0,97.0,0.0,19.0,0.0,76.0,118.0,143.0,13.0,20.0,24.0,15.0,0.0,317.0,4.0,9.0,0.0,0.0,2.0,1.0,39.0,0.0,4.0,125.0,22.0,0.0,41.0,14.0,130.0,1103.0
2016,156,West Haven,22446,1024.0,1476,411,0,2911,12.97,52.0,293.0,6.0,20.0,0.0,44.0,302.0,118.0,0.0,92.0,12.0,19.0,0.0,157.0,0.0,10.0,0.0,0.0,1.0,2.0,15.0,0.0,9.0,271.0,5.0,0.0,48.0,8.0,282.0,1432.0
2016,154,Westbrook,3937,140.0,8,18,29,195,4.95,1.0,71.0,0.0,2.0,0.0,40.0,5.0,7.0,0.0,3.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,18.0,0.0,0.0,4.0,0.0,19.0,169.0
2016,157,Weston,3674,0.0,1,2,0,3,0.08,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,4.0,13.0
2016,158,Westport,10399,246.0,54,4,20,324,3.12,2.0,54.0,0.0,17.0,0.0,31.0,11.0,35.0,2.0,2.0,14.0,12.0,0.0,56.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,45.0,0.0,0.0,4.0,3.0,46.0,291.0
2016,159,Wethersfield,11677,615.0,99,231,0,945,8.09,7.0,456.0,2.0,28.0,0.0,48.0,30.0,75.0,0.0,1.0,10.0,17.0,0.0,144.0,0.0,5.0,2.0,0.0,2.0,0.0,4.0,0.0,2.0,78.0,3.0,0.0,7.0,6.0,82.0,920.0
2016,160,Willington,2637,160.0,4,33,0,197,7.47,2.0,17.0,0.0,1.0,0.0,28.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,4.0,2.0,12.0,85.0
2016,161,Wilton,6475,136.0,8,10,104,258,3.98,1.0,27.0,0.0,1.0,0.0,41.0,13.0,18.0,0.0,3.0,6.0,3.0,0.0,11.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,24.0,0.0,0.0,3.0,1.0,25.0,158.0
2016,162,Winchester,5613,348.0,187,121,0,656,11.69,0.0,22.0,0.0,6.0,0.0,10.0,11.0,5.0,2.0,1.0,1.0,2.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,0.0,0.0,4.0,4.0,16.0,99.0
2016,163,Windham,9570,1747.0,608,416,0,2771,28.96,2.0,36.0,0.0,2.0,0.0,15.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,21.0,102.0
2016,164,Windsor,11767,154.0,221,368,26,769,6.54,2.0,97.0,0.0,8.0,0.0,35.0,75.0,20.0,1.0,22.0,2.0,1.0,0.0,55.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,36.0,0.0,0.0,3.0,3.0,37.0,368.0
2016,165,Windsor Locks,5429,137.0,147,176,0,460,8.47,3.0,56.0,0.0,1.0,0.0,32.0,6.0,18.0,0.0,1.0,1.0,2.0,0.0,14.0,0.0,4.0,1.0,0.0,14.0,0.0,0.0,0.0,3.0,98.0,0.0,0.0,3.0,1.0,102.0,255.0
2016,166,Wolcott,6276,312.0,7,124,0,443,7.06,1.0,44.0,0.0,32.0,0.0,5.0,20.0,13.0,0.0,41.0,0.0,9.0,0.0,24.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,27.0,0.0,0.0,5.0,3.0,30.0,233.0
2016,167,Woodbridge,3478,30.0,6,5,0,41,1.18,1.0,34.0,0.0,4.0,0.0,10.0,17.0,12.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,100.0
2016,168,Woodbury,4564,59.0,3,22,0,84,1.84,1.0,18.0,0.0,6.0,0.0,17.0,16.0,6.0,1.0,2.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,4.0,82.0
2016,169,Woodstock,3582,24.0,1,49,0,74,2.07,2.0,1.0,0.0,1.0,0.0,17.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,12.0,44.0
2015,1,Andover,1317,24.0,0,31,0,55,4.18,0.0,4.0,0.0,0.0,0.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,9.0,27.0
2015,2,Ansonia,8148,371.0,654,125,9,1159,14.22,6.0,363.0,0.0,8.0,0.0,34.0,98.0,64.0,0.0,14.0,5.0,5.0,0.0,65.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,159.0,0.0,0.0,10.0,10.0,161.0,842.0
2015,3,Ashford,1903,32.0,2,45,0,79,4.15,2.0,9.0,0.0,2.0,0.0,9.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,5.0,34.0
2015,4,Avon,7389,244.0,7,32,0,283,3.83,0.0,10.0,0.0,1.0,0.0,21.0,10.0,8.0,0.0,4.0,3.0,4.0,0.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,10.0,0.0,0.0,1.0,1.0,12.0,125.0
2015,5,Barkhamsted,1589,0.0,5,15,0,20,1.26,0.0,1.0,0.0,2.0,0.0,7.0,8.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,7.0,34.0
2015,6,Beacon Falls,2509,0.0,3,38,0,41,1.63,1.0,7.0,0.0,0.0,0.0,13.0,12.0,3.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,5.0,48.0
2015,7,Berlin,8140,556.0,43,110,10,719,8.83,6.0,64.0,1.0,12.0,0.0,26.0,12.0,24.0,0.0,2.0,6.0,7.0,0.0,65.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.0,0.0,0.0,4.0,2.0,64.0,297.0
2015,8,Bethany,2044,0.0,1,5,1,7,0.34,0.0,32.0,0.0,1.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,56.0
2015,9,Bethel,7310,212.0,15,80,63,370,5.06,0.0,219.0,0.0,10.0,0.0,29.0,31.0,8.0,0.0,9.0,1.0,6.0,0.0,33.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,21.0,0.0,0.0,4.0,1.0,23.0,375.0
2015,10,Bethlehem,1575,24.0,0,2,0,26,1.65,0.0,4.0,0.0,1.0,0.0,7.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,25.0
2015,11,Bloomfield,9019,591.0,90,328,0,1009,11.19,29.0,112.0,0.0,18.0,0.0,38.0,15.0,58.0,0.0,0.0,0.0,7.0,0.0,82.0,1.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0,7.0,71.0,0.0,0.0,2.0,7.0,81.0,427.0
2015,12,Bolton,2015,0.0,2,23,0,25,1.24,0.0,4.0,1.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,28.0
2015,12,Bolton,2015,0.0,3,20,0,23,1.14,0.0,4.0,1.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,28.0
2015,13,Bozrah,1059,0.0,2,31,0,33,3.12,0.0,5.0,0.0,1.0,0.0,16.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0
2015,14,Branford,13972,231.0,60,193,0,484,3.46,4.0,152.0,0.0,10.0,0.0,68.0,38.0,42.0,0.0,79.0,4.0,12.0,0.0,218.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,68.0,0.0,0.0,5.0,8.0,73.0,716.0
2015,15,Bridgeport,57012,6275.0,3983,1062,19,11339,19.89,179.0,802.0,1.0,50.0,0.0,29.0,265.0,190.0,9.0,20.0,12.0,17.0,0.0,155.0,3.0,89.0,11.0,0.0,0.0,14.0,96.0,0.0,24.0,819.0,13.0,0.0,92.0,79.0,868.0,2790.0
2015,16,Bridgewater,881,0.0,0,4,0,4,0.45,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,12.0
2015,17,Bristol,27011,1913.0,780,1147,0,3840,14.22,16.0,442.0,0.0,38.0,0.0,155.0,94.0,162.0,2.0,15.0,6.0,13.0,0.0,225.0,2.0,8.0,0.0,0.0,0.0,4.0,24.0,0.0,10.0,460.0,0.0,0.0,23.0,11.0,474.0,1694.0
2015,18,Brookfield,6562,83.0,8,60,70,221,3.37,4.0,92.0,1.0,1.0,0.0,26.0,0.0,20.0,2.0,5.0,1.0,9.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,2.0,1.0,37.0,229.0
2015,19,Brooklyn,3235,231.0,11,116,0,358,11.07,4.0,18.0,0.0,2.0,0.0,12.0,4.0,12.0,0.0,0.0,0.0,1.0,0.0,42.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,2.0,0.0,21.0,115.0
2015,20,Burlington,3389,27.0,0,39,0,66,1.95,0.0,6.0,0.0,1.0,0.0,15.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,5.0,41.0
2015,21,Canaan,779,35.0,2,16,1,54,6.93,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,13.0
2015,22,Canterbury,2043,76.0,1,62,0,139,6.8,2.0,5.0,0.0,3.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,22.0
2015,23,Canton,4339,211.0,14,71,32,328,7.56,0.0,14.0,0.0,0.0,0.0,13.0,8.0,12.0,0.0,2.0,0.0,5.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,81.0
2015,24,Chaplin,988,0.0,0,32,0,32,3.24,1.0,4.0,0.0,3.0,0.0,6.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,7.0,31.0
2015,25,Cheshire,10424,277.0,16,85,17,395,3.79,5.0,107.0,0.0,5.0,0.0,73.0,81.0,21.0,0.0,0.0,4.0,2.0,0.0,39.0,3.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,50.0,0.0,0.0,14.0,4.0,52.0,412.0
2015,26,Chester,1923,23.0,3,14,0,40,2.08,1.0,4.0,0.0,1.0,0.0,15.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,5.0,34.0
2015,27,Clinton,6065,84.0,13,46,0,143,2.36,4.0,132.0,0.0,7.0,0.0,100.0,13.0,63.0,0.0,29.0,4.0,7.0,0.0,50.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,92.0,5.0,0.0,2.0,7.0,97.0,528.0
2015,28,Colchester,6182,364.0,34,133,0,531,8.59,2.0,126.0,4.0,1.0,0.0,70.0,26.0,13.0,0.0,6.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,11.0,0.0,0.0,7.0,0.0,14.0,284.0
2015,29,Colebrook,722,0.0,0,8,1,9,1.25,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0
2015,30,Columbia,2308,40.0,3,61,0,104,4.51,0.0,8.0,0.0,1.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,3.0,32.0
2015,31,Cornwall,1007,28.0,2,4,0,34,3.38,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2015,32,Coventry,5099,103.0,3,173,20,299,5.86,1.0,37.0,0.0,6.0,0.0,15.0,10.0,28.0,0.0,2.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,5.0,1.0,39.0,152.0
2015,33,Cromwell,6001,212.0,9,231,0,452,7.53,4.0,80.0,0.0,0.0,1.0,40.0,21.0,5.0,1.0,1.0,1.0,6.0,0.0,120.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,74.0,0.0,2.0,1.0,4.0,74.0,365.0
2015,34,Danbury,31154,1588.0,909,414,296,3207,10.29,33.0,428.0,1.0,40.0,0.0,109.0,111.0,128.0,19.0,0.0,11.0,34.0,0.0,378.0,3.0,23.0,0.0,0.0,16.0,5.0,49.0,0.0,19.0,626.0,1.0,0.0,65.0,17.0,650.0,2083.0
2015,35,Darien,7074,136.0,6,1,95,238,3.36,0.0,41.0,0.0,6.0,0.0,22.0,2.0,15.0,0.0,0.0,6.0,4.0,0.0,15.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,13.0,131.0
2015,36,Deep River,2096,26.0,2,26,0,54,2.58,1.0,9.0,0.0,1.0,0.0,13.0,12.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,2.0,11.0,61.0
2015,37,Derby,5849,275.0,322,77,0,674,11.52,11.0,104.0,0.0,13.0,0.0,44.0,39.0,65.0,0.0,1.0,5.0,1.0,0.0,80.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,136.0,0.0,0.0,8.0,6.0,142.0,514.0
2015,38,Durham,2694,36.0,1,15,0,52,1.93,0.0,13.0,0.0,0.0,0.0,6.0,11.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,42.0
2015,40,East Granby,2152,72.0,1,40,0,113,5.25,0.0,5.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,20.0
2015,41,East Haddam,4508,73.0,3,38,0,114,2.53,1.0,4.0,0.0,0.0,0.0,13.0,10.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,42.0
2015,42,East Hampton,5485,70.0,8,100,25,203,3.7,0.0,6.0,0.0,2.0,0.0,32.0,4.0,7.0,1.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0,72.0
2015,43,East Hartford,21328,1700.0,759,1024,0,3483,16.33,44.0,291.0,2.0,54.0,0.0,48.0,23.0,163.0,4.0,10.0,19.0,26.0,0.0,102.0,5.0,12.0,2.0,0.0,3.0,5.0,38.0,0.0,9.0,681.0,26.0,0.0,23.0,18.0,697.0,1564.0
2015,44,East Haven,12533,542.0,139,339,0,1020,8.14,6.0,161.0,0.0,18.0,0.0,60.0,126.0,29.0,0.0,4.0,5.0,4.0,0.0,100.0,0.0,3.0,1.0,0.0,0.0,3.0,8.0,0.0,4.0,123.0,2.0,0.0,8.0,1.0,131.0,660.0
2015,45,East Lyme,8458,396.0,12,107,19,534,6.31,1.0,48.0,0.0,3.0,0.0,58.0,14.0,15.0,0.0,4.0,4.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,13.0,0.0,0.0,7.0,2.0,16.0,201.0
2015,47,East Windsor,5045,559.0,33,130,14,736,14.59,1.0,124.0,2.0,1.0,0.0,94.0,38.0,17.0,0.0,7.0,3.0,3.0,0.0,78.0,0.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0,2.0,51.0,1.0,0.0,4.0,7.0,55.0,442.0
2015,39,Eastford,793,0.0,0,23,0,23,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
2015,46,Easton,2715,0.0,0,0,15,15,0.55,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2015,48,Ellington,6665,260.0,5,117,0,382,5.73,1.0,20.0,0.0,3.0,0.0,15.0,16.0,4.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,0.0,2.0,0.0,10.0,84.0
2015,49,Enfield,17558,1340.0,199,648,7,2194,12.5,25.0,265.0,4.0,29.0,0.0,107.0,46.0,157.0,0.0,1.0,10.0,11.0,0.0,203.0,4.0,3.0,0.0,0.0,1.0,1.0,14.0,0.0,4.0,287.0,0.0,0.0,10.0,9.0,292.0,1166.0
2015,50,Essex,3261,36.0,5,9,0,50,1.53,0.0,6.0,0.0,2.0,0.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,30.0
2015,51,Fairfield,21648,241.0,104,46,112,503,2.32,9.0,53.0,2.0,27.0,0.0,116.0,71.0,51.0,1.0,15.0,22.0,10.0,0.0,199.0,9.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,63.0,0.0,0.0,9.0,10.0,68.0,670.0
2015,52,Farmington,11106,496.0,107,143,155,901,8.11,3.0,95.0,0.0,16.0,0.0,142.0,48.0,33.0,1.0,4.0,0.0,7.0,0.0,275.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,26.0,0.0,0.0,3.0,1.0,28.0,662.0
2015,53,Franklin,771,27.0,0,21,0,48,6.23,0.0,4.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,17.0
2015,54,Glastonbury,13656,583.0,33,141,2,759,5.56,6.0,170.0,0.0,30.0,0.0,59.0,18.0,68.0,7.0,2.0,16.0,15.0,0.0,97.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,106.0,5.0,0.0,3.0,1.0,107.0,606.0
2015,55,Goshen,1664,1.0,1,7,0,9,0.54,2.0,3.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,18.0
2015,56,Granby,4360,85.0,1,51,5,142,3.26,1.0,78.0,0.0,0.0,0.0,29.0,3.0,16.0,0.0,1.0,2.0,3.0,0.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,0.0,3.0,1.0,24.0,186.0
2015,57,Greenwich,25631,969.0,337,3,54,1363,5.32,4.0,147.0,0.0,14.0,0.0,71.0,98.0,35.0,0.0,8.0,9.0,0.0,0.0,52.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,11.0,0.0,0.0,3.0,3.0,15.0,464.0
2015,58,Griswold,5118,148.0,74,209,0,431,8.42,5.0,77.0,0.0,9.0,0.0,36.0,31.0,48.0,0.0,3.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,29.0,0.0,0.0,1.0,2.0,31.0,250.0
