town,AgAsslt,AllOthr,Arson,Burgl,Curfew,DUI,Disord,DrugTot,Embezzl,Family,Forgery,Fraud,Gamble,Larceny,Liquor,MVTheft,Murder,NgMansl,Prostit,Rape,Robbery,Runaway,SexOff,SmAsslt,StlProp,Vagrncy,Vandal,Weapons,violent_crime,non_violent_crime
Bridgeport,282.0,722.0,6.0,52.0,0.0,20.0,456.0,407.0,8.0,20.0,10.0,43.0,0.0,162.0,0.0,146.0,24.0,1.0,0.0,14.0,101.0,0.0,19.0,1021.0,12.0,0.0,117.0,140.0,1079.0,3501.0
Bridgewater,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,6.0
Bristol,15.0,370.0,1.0,24.0,0.0,205.0,96.0,129.0,1.0,40.0,6.0,14.0,0.0,193.0,0.0,15.0,0.0,0.0,0.0,2.0,9.0,0.0,12.0,495.0,0.0,0.0,39.0,10.0,509.0,1661.0
Brookfield,2.0,61.0,0.0,3.0,0.0,29.0,0.0,30.0,1.0,4.0,2.0,4.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,0.0,0.0,1.0,1.0,40.0,202.0
Brooklyn,2.0,22.0,0.0,1.0,0.0,15.0,15.0,11.0,0.0,9.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,7.0,0.0,23.0,125.0
Burlington,1.0,10.0,0.0,5.0,0.0,13.0,16.0,9.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,2.0,2.0,10.0,75.0
Canaan,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,8.0,16.0
Canterbury,0.0,6.0,0.0,3.0,0.0,9.0,4.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,8.0,42.0
Canton,1.0,7.0,0.0,2.0,0.0,8.0,12.0,3.0,0.0,1.0,1.0,2.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,51.0
Chaplin,2.0,2.0,0.0,1.0,0.0,7.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,26.0
Cheshire,2.0,64.0,0.0,4.0,0.0,46.0,67.0,9.0,0.0,0.0,1.0,4.0,0.0,28.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0,1.0,0.0,9.0,1.0,59.0,296.0
Chester,0.0,2.0,0.0,1.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,23.0
Clinton,7.0,107.0,0.0,10.0,0.0,64.0,5.0,89.0,6.0,15.0,1.0,8.0,0.0,100.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,82.0,2.0,0.0,0.0,3.0,87.0,505.0
Colchester,3.0,147.0,0.0,2.0,0.0,41.0,38.0,25.0,0.0,3.0,0.0,2.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,6.0,4.0,28.0,318.0
Colebrook,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,9.0
Columbia,2.0,5.0,0.0,0.0,0.0,16.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,38.0
Cornwall,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,6.0
Coventry,2.0,39.0,0.0,10.0,0.0,41.0,11.0,15.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,39.0,0.0,0.0,0.0,1.0,41.0,170.0
Cromwell,4.0,38.0,0.0,2.0,0.0,47.0,17.0,11.0,2.0,0.0,3.0,6.0,0.0,59.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,3.0,2.0,56.0,250.0
Danbury,69.0,462.0,0.0,26.0,0.0,106.0,85.0,163.0,15.0,12.0,13.0,21.0,0.0,273.0,1.0,14.0,4.0,0.0,0.0,3.0,52.0,0.0,14.0,603.0,0.0,0.0,50.0,15.0,624.0,1932.0
Darien,2.0,51.0,0.0,8.0,0.0,39.0,3.0,21.0,0.0,3.0,4.0,7.0,0.0,11.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,1.0,1.0,17.0,176.0
Deep_River,1.0,12.0,0.0,1.0,0.0,15.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,10.0,53.0
Derby,11.0,79.0,1.0,12.0,0.0,56.0,26.0,86.0,0.0,0.0,1.0,7.0,0.0,36.0,0.0,6.0,0.0,0.0,1.0,0.0,10.0,0.0,2.0,140.0,0.0,0.0,10.0,10.0,142.0,483.0
Durham,1.0,3.0,0.0,0.0,0.0,15.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,4.0,33.0
Eastford,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0
East_Granby,0.0,7.0,0.0,4.0,0.0,9.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,41.0
East_Haddam,3.0,19.0,1.0,2.0,0.0,16.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,7.0,75.0
East_Hampton,4.0,32.0,0.0,0.0,0.0,24.0,36.0,10.0,0.0,1.0,1.0,1.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,3.0,0.0,15.0,134.0
East_Hartford,28.0,265.0,3.0,30.0,0.0,42.0,26.0,134.0,1.0,3.0,24.0,29.0,0.0,150.0,1.0,7.0,0.0,0.0,0.0,5.0,12.0,0.0,5.0,539.0,64.0,0.0,43.0,19.0,549.0,1402.0
East_Haven,8.0,158.0,0.0,21.0,0.0,50.0,161.0,77.0,0.0,3.0,4.0,13.0,0.0,77.0,0.0,9.0,0.0,0.0,0.0,2.0,10.0,0.0,4.0,167.0,3.0,0.0,33.0,10.0,173.0,802.0
East_Lyme_PD,6.0,70.0,0.0,1.0,0.0,45.0,9.0,49.0,0.0,7.0,4.0,4.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,0.0,0.0,12.0,3.0,28.0,243.0
Easton,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,11.0
East_Windsor,3.0,110.0,0.0,4.0,0.0,62.0,6.0,9.0,0.0,10.0,4.0,4.0,0.0,91.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,85.0,2.0,0.0,14.0,4.0,87.0,413.0
Ellington,1.0,11.0,0.0,9.0,0.0,25.0,26.0,4.0,0.0,2.0,1.0,1.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,1.0,1.0,28.0,117.0
Enfield,44.0,526.0,0.0,58.0,0.0,227.0,117.0,45.0,0.0,5.0,38.0,19.0,0.0,20.0,5.0,6.0,1.0,0.0,0.0,3.0,11.0,0.0,8.0,239.0,141.0,1.0,31.0,21.0,251.0,1522.0
Essex,0.0,3.0,0.0,1.0,0.0,9.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,42.0
Fairfield,12.0,183.0,0.0,30.0,0.0,75.0,31.0,76.0,7.0,4.0,29.0,14.0,0.0,168.0,2.0,17.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,125.0,0.0,0.0,6.0,7.0,125.0,781.0
Farmington,6.0,89.0,0.0,9.0,0.0,94.0,48.0,35.0,3.0,8.0,4.0,12.0,0.0,187.0,2.0,17.0,0.0,0.0,2.0,1.0,4.0,0.0,4.0,44.0,0.0,0.0,6.0,5.0,49.0,574.0
Franklin,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,17.0
Glastonbury,9.0,156.0,0.0,17.0,0.0,73.0,24.0,56.0,1.0,0.0,14.0,9.0,0.0,56.0,2.0,8.0,0.0,0.0,0.0,5.0,7.0,0.0,3.0,111.0,5.0,0.0,1.0,1.0,119.0,549.0
Goshen,0.0,8.0,0.0,0.0,0.0,4.0,5.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,30.0
Granby,0.0,56.0,0.0,5.0,0.0,19.0,5.0,19.0,0.0,1.0,0.0,2.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1.0,1.0,17.0,142.0
Greenwich,10.0,149.0,0.0,31.0,0.0,61.0,84.0,41.0,1.0,16.0,14.0,6.0,0.0,58.0,0.0,5.0,1.0,0.0,3.0,1.0,12.0,0.0,1.0,31.0,0.0,0.0,13.0,5.0,34.0,533.0
Griswold,7.0,41.0,0.0,3.0,0.0,32.0,11.0,7.0,0.0,6.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,40.0,0.0,0.0,5.0,1.0,42.0,158.0
Groton_City,6.0,115.0,1.0,5.0,0.0,35.0,7.0,22.0,0.0,11.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,7.0,0.0,2.0,0.0,3.0,143.0,1.0,0.0,9.0,6.0,146.0,380.0
Guilford,1.0,55.0,0.0,11.0,0.0,36.0,34.0,6.0,1.0,16.0,0.0,9.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,2.0,3.0,12.0,228.0
Haddam,0.0,4.0,0.0,3.0,0.0,19.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.0,0.0,24.0,68.0
Hamden,116.0,279.0,3.0,23.0,0.0,4.0,229.0,49.0,0.0,4.0,3.0,10.0,0.0,238.0,0.0,13.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,67.0,0.0,0.0,22.0,11.0,70.0,960.0
Hampton,0.0,1.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,14.0
Hartford,346.0,1823.0,13.0,146.0,0.0,320.0,935.0,687.0,0.0,88.0,20.0,44.0,0.0,921.0,0.0,43.0,18.0,0.0,47.0,19.0,125.0,0.0,26.0,1489.0,3.0,0.0,51.0,146.0,1552.0,6964.0
Hartland,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,17.0
Harwinton,0.0,26.0,1.0,2.0,0.0,18.0,20.0,11.0,0.0,2.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,11.0,104.0
Hebron,2.0,9.0,0.0,1.0,0.0,17.0,7.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,8.0,55.0
Kent,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0
Killingly,5.0,376.0,0.0,17.0,0.0,70.0,90.0,37.0,0.0,26.0,2.0,1.0,0.0,56.0,1.0,3.0,0.0,0.0,0.0,1.0,8.0,0.0,3.0,80.0,0.0,0.0,12.0,2.0,84.0,785.0
Killingworth,0.0,1.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,4.0,16.0
Lebanon,0.0,16.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,15.0,55.0
Ledyard_PD,4.0,101.0,0.0,1.0,0.0,74.0,15.0,25.0,0.0,2.0,0.0,6.0,0.0,14.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,0.0,0.0,4.0,1.0,73.0,322.0
Lisbon,1.0,11.0,0.0,2.0,0.0,18.0,2.0,8.0,0.0,0.0,0.0,3.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,93.0
Litchfield,0.0,149.0,0.0,3.0,0.0,32.0,34.0,12.0,0.0,4.0,0.0,2.0,0.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0,0.0,25.0,278.0
Lyme,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,2.0,19.0
Madison,0.0,23.0,0.0,6.0,0.0,27.0,13.0,7.0,0.0,4.0,0.0,1.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,7.0,100.0
Manchester,56.0,794.0,2.0,82.0,0.0,209.0,20.0,212.0,9.0,3.0,28.0,43.0,0.0,466.0,7.0,18.0,1.0,0.0,5.0,4.0,31.0,0.0,14.0,935.0,31.0,0.0,22.0,13.0,954.0,2949.0
Mansfield,2.0,23.0,0.0,11.0,0.0,61.0,22.0,12.0,0.0,4.0,4.0,0.0,0.0,59.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,0.0,19.0,228.0
Marlborough,1.0,13.0,0.0,0.0,0.0,30.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,66.0
Meriden,56.0,746.0,2.0,37.0,0.0,100.0,160.0,213.0,0.0,23.0,3.0,8.0,0.0,212.0,4.0,0.0,1.0,0.0,8.0,5.0,27.0,0.0,9.0,754.0,4.0,0.0,85.0,21.0,769.0,2422.0
Middlebury,1.0,5.0,0.0,11.0,0.0,0.0,8.0,4.0,0.0,3.0,0.0,2.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,8.0,54.0
Middlefield,2.0,4.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,9.0,33.0
Middletown,23.0,508.0,0.0,11.0,1.0,98.0,101.0,151.0,2.0,39.0,9.0,6.0,0.0,143.0,1.0,10.0,0.0,0.0,5.0,1.0,8.0,0.0,5.0,341.0,3.0,12.0,24.0,13.0,347.0,1492.0
Milford,16.0,250.0,3.0,40.0,0.0,58.0,132.0,126.0,0.0,6.0,16.0,7.0,0.0,319.0,0.0,1.0,0.0,0.0,0.0,3.0,18.0,0.0,7.0,209.0,0.0,0.0,22.0,13.0,219.0,1230.0
Monroe,5.0,6.0,0.0,6.0,0.0,83.0,16.0,7.0,0.0,0.0,0.0,3.0,0.0,27.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,18.0,0.0,0.0,0.0,2.0,19.0,175.0
Montville,6.0,254.0,0.0,1.0,0.0,84.0,46.0,33.0,0.0,9.0,1.0,3.0,0.0,18.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,46.0,0.0,0.0,2.0,8.0,48.0,513.0
Morris,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,18.0
Naugatuck,15.0,827.0,1.0,31.0,0.0,108.0,122.0,66.0,0.0,21.0,2.0,13.0,0.0,125.0,0.0,11.0,0.0,1.0,0.0,0.0,5.0,0.0,7.0,162.0,0.0,0.0,13.0,19.0,170.0,1534.0
New_Britain,83.0,1474.0,4.0,65.0,0.0,252.0,725.0,428.0,4.0,42.0,49.0,28.0,0.0,103.0,17.0,24.0,5.0,0.0,7.0,21.0,30.0,0.0,18.0,655.0,215.0,0.0,141.0,32.0,699.0,4339.0
New_Canaan,1.0,60.0,0.0,4.0,0.0,27.0,18.0,7.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,10.0,149.0
New_Fairfield,2.0,10.0,0.0,0.0,0.0,10.0,18.0,9.0,0.0,1.0,1.0,1.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,1.0,12.0,77.0
New_Hartford,1.0,10.0,0.0,5.0,0.0,7.0,11.0,1.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,14.0,63.0
New_Haven,322.0,2374.0,0.0,117.0,0.0,95.0,1506.0,1045.0,0.0,63.0,60.0,36.0,0.0,771.0,9.0,32.0,1.0,0.0,3.0,8.0,93.0,0.0,26.0,1797.0,0.0,2.0,274.0,96.0,1832.0,8408.0
Newington,17.0,150.0,1.0,9.0,0.0,86.0,63.0,47.0,0.0,6.0,9.0,8.0,0.0,208.0,1.0,2.0,1.0,1.0,3.0,0.0,5.0,0.0,3.0,127.0,6.0,0.0,13.0,10.0,132.0,759.0
New_London,38.0,102.0,1.0,20.0,0.0,6.0,246.0,171.0,1.0,23.0,2.0,5.0,0.0,65.0,0.0,10.0,3.0,0.0,0.0,1.0,15.0,0.0,6.0,110.0,1.0,0.0,35.0,23.0,120.0,846.0
New_Milford,3.0,177.0,0.0,3.0,0.0,70.0,25.0,37.0,2.0,18.0,2.0,8.0,0.0,65.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,191.0,1.0,0.0,8.0,4.0,192.0,617.0
Newtown,0.0,87.0,1.0,4.0,0.0,65.0,39.0,16.0,0.0,3.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,5.0,245.0
Norfolk,0.0,6.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,18.0
North_Branford,0.0,30.0,0.0,12.0,0.0,25.0,42.0,4.0,0.0,2.0,0.0,4.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,33.0,0.0,0.0,6.0,0.0,35.0,194.0
North_Canaan,0.0,62.0,0.0,6.0,0.0,8.0,12.0,4.0,2.0,2.0,0.0,2.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,1.0,2.0,13.0,124.0
North_Haven,6.0,77.0,0.0,18.0,0.0,22.0,72.0,22.0,1.0,16.0,4.0,4.0,0.0,55.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,16.0,1.0,0.0,3.0,4.0,17.0,324.0
North_Stonington,0.0,26.0,0.0,5.0,0.0,14.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,10.0,66.0
Norwalk,145.0,499.0,1.0,43.0,0.0,134.0,40.0,296.0,9.0,13.0,22.0,21.0,0.0,283.0,1.0,23.0,3.0,3.0,8.0,5.0,32.0,0.0,10.0,584.0,31.0,5.0,27.0,19.0,605.0,2112.0
Norwich,53.0,879.0,3.0,38.0,0.0,186.0,48.0,169.0,3.0,51.0,5.0,19.0,0.0,120.0,7.0,8.0,0.0,0.0,15.0,1.0,35.0,0.0,7.0,519.0,4.0,0.0,33.0,21.0,527.0,2171.0
Old_Lyme,1.0,5.0,0.0,3.0,0.0,23.0,7.0,6.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,30.0,1.0,12.0,99.0
Old_Saybrook,3.0,136.0,0.0,9.0,0.0,88.0,43.0,46.0,1.0,0.0,1.0,1.0,0.0,60.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,11.0,4.0,65.0,467.0
